date,twd_pdn,twd_md,LWP_pd,LWP_md
2024-05-01,0.9766833186465288,225.13164586666667,-0.6895649486839166,-1.139729451058209
2024-05-02,0.8878171497071677,170.4496626,-0.6694174730683168,-1.0025851129467442
2024-05-03,0.6649233965688204,159.44680806666668,-0.6188836590216161,-0.9749895666229775
2024-05-04,0.6408651454719803,202.32052913333334,-0.6134292433186245,-1.082518367643036
2024-05-05,0.7474870652327505,193.3023772,-0.6376022503707724,-1.059900525275209
2024-05-06,0.71112713539711,96.56903179999999,-0.6293588343611507,-0.8172898912845844
2024-05-07,0.38142309528928053,52.95133006666667,-0.5546093072045345,-0.7078951605742997
2024-05-08,0.26583688438687936,117.7940316,-0.5284039425145729,-0.8705229376207331
2024-05-09,0.4159290205938739,175.17607726666668,-0.5624323887772574,-1.01443912723769
2024-05-10,0.5342476145058694,189.30616973333332,-0.5892572312810522,-1.0498778963354465
2024-05-11,0.6213769953556745,192.03008566666668,-0.609010947425512,-1.0567095733418657
2024-05-12,0.6374366715145557,184.16561546666665,-0.6126519498189681,-1.036985205355494
2024-05-13,0.44123810332319147,153.035728,-0.5681703893372914,-0.9589103522310121
2024-05-14,0.4721982258768045,174.90716913333333,-0.5751895769724704,-1.0137646961772995
2024-05-15,0.5554749233756779,169.99224673333333,-0.5940698241152398,-1.0014378978581884
2024-05-16,0.4609412393977252,64.98604626666666,-0.572637426212521,-0.7380786522658755
2024-05-17,0.2797882827464647,165.46790393333333,-0.5315669623860052,-0.9900906869190851
2024-05-18,0.5749752086203439,175.7148266,-0.5984908712488484,-1.0157903295225024
2024-05-19,0.4928471629667136,176.04859186666667,-0.5798710430632488,-1.0166274245554012
2024-05-20,0.555658322244696,159.78583666666665,-0.5941114037656914,-0.975839862281076
2024-05-21,0.43096980102644444,149.94487646666667,-0.565842390137973,-0.9511583878285393
2024-05-22,0.42131750383843497,167.06571413333333,-0.5636540497993382,-0.9940980511223569
2024-05-23,0.3616462462681105,101.68041653333333,-0.5501255583475391,-0.8301094240485573
2024-05-24,0.37961025962917627,136.2452634,-0.5541983064525839,-0.9167992762131331
2024-05-25,0.3481437513945263,162.895014,-0.5470643125499293,-0.9836377884347731
2024-05-26,0.4772496971803656,155.87977686666667,-0.5763348316416668,-0.9660433268613127
2024-05-27,0.36445683933882295,121.50396846666666,-0.5507627677156642,-0.8798275898227772
2024-05-28,0.2600017639211082,161.5189053888889,-0.52708102121953615,-0.9801864596173824
2024-05-29,0.5135541569798424,153.37238955555554,-0.5845656716483582,-0.9597547112583552
2024-05-30,0.2751270270583286,123.34301355555556,-0.5305101762497774,-0.8844399796156425
2024-05-31,0.38711698951208234,80.18044400000001,-0.5559002101024638,-0.7761867364218249
2024-06-01,0.33553531536138753,159.54171716666667,-0.5442057651346374,-0.9752276019853159
2024-06-02,0.3945161142373317,75.857548,-0.557577717828497,-0.7653447611453703
2024-06-03,0.2642642631451913,151.69632811111111,-0.5280474024667949,-0.9555510901806136
2024-06-04,0.4347441029922783,187.81734577777777,-0.5666980887433044,-1.0461438734681079
2024-06-05,0.4112776649746652,166.29485764285715,-0.5613778471554459,-0.9921647159203448
2024-06-06,0.318663507262802,153.63787628571427,-0.5403806385840679,-0.9604205613191958
2024-06-07,0.13286730251326523,135.72909921428572,-0.4982574712489647,-0.9155047182732461
2024-06-08,0.1311437689638851,76.00492392857143,-0.4978667168080649,-0.7657143851599004
2024-06-09,0.09767535293719133,131.58417164285714,-0.490278856277578,-0.9051090940777708
2024-06-10,0.08781656740910031,145.7173572142857,-0.48804370151173926,-0.9405556207911066
2024-06-11,0.35452744583804324,178.5071656111111,-0.5485116049185916,-1.0227936140155705
2024-06-12,0.5885566009363714,216.80391294444445,-0.6015700044418161,-1.118843203863817
2024-06-13,0.7090465675989586,240.21928605555556,-0.6288871341688259,-1.1775697835362458
2024-06-14,0.7268696458571196,167.02831377777778,-0.6329279298831798,-0.9940042497146284
2024-06-15,0.32218475763077076,80.24891483333333,-0.5411789660777792,-0.7763584636810876
2024-06-16,0.2635569780296978,160.28662822222222,-0.5278870488723083,-0.9770958651236126
2024-06-17,0.4479059158377584,191.1956705,-0.5696820961167104,-1.0546168307435475
2024-06-18,0.5747453538527239,225.477498,-0.5984387592541374,-1.1405968603780052
2024-06-19,0.7628351185504939,250.8879738888889,-0.6410819157333827,-1.2043272280181883
2024-06-20,0.6984677513136178,131.46290927777778,-0.6264887361542086,-0.9048049637993291
2024-06-21,0.3418481047030042,48.00423472222222,-0.5456369821078078,-0.695487671378462
2024-06-22,0.17809080851918405,79.50954422222222,-0.5085104110952622,-0.7745040961724075
2024-06-23,0.15578928349085858,135.1510986111111,-0.5034542751431714,-0.9140550724225491
2024-06-24,0.35017669290715886,193.74955466666668,-0.5475252150513261,-1.0610220620963093
2024-06-25,0.4977712085558843,213.1538808888889,-0.5809874081504577,-1.1096887950358922
2024-06-26,0.6114705704268324,197.18978655555554,-0.6067649919952987,-1.0696502847240579
2024-06-27,0.568494470640001,259.6093643888889,-0.5970215774558512,-1.2262007822691592
2024-06-28,0.8175614976251357,274.1876575555556,-0.6534893189228774,-1.2627636544932206
2024-06-29,0.9387704115489353,236.39831188888888,-0.6809694462516412,-1.1679866458787653
2024-06-30,0.8384362619587971,246.37664361111112,-0.6582219839000389,-1.193012652942686
2024-07-01,0.7128643127641724,259.07053472222225,-0.6297526820881383,-1.2248493785055201
2024-07-02,0.8945937293136892,308.95220333333333,-0.6709538392018982,-1.349954358553609
2024-07-03,1.0930457658245887,276.4079278888889,-0.7159462993719519,-1.2683321706132116
2024-07-04,0.9713716532673152,321.6901076666667,-0.6883607035816104,-1.3819014708264565
2024-07-05,1.159596778260649,318.04412383333334,-0.7310345485476751,-1.3727572150823089
2024-07-06,1.2860125419708777,253.03541555555555,-0.7596951574968152,-1.2097130872795787
2024-07-07,0.45852801392822046,165.35222033333332,-0.5720903068544786,-0.9898005483797607
2024-07-08,0.5693728964700687,226.709265,-0.5972207315681825,-1.1436861753558238
2024-07-09,0.7606945984566158,274.3073875555556,-0.6405966233334646,-1.2630639415461244
