dates,globrad,tmax,tmin,tmean,windspeed,vappres,precip_ctrl,precip_roof,irrig_mm,precip_irr
2000-01-01,3.1104000000000003,0,-6.7,-3.1,1.5,0.42180591719718763,0,0,0,0
2000-01-02,3.8880000000000003,1,-6.7,-3.5,2.1,0.45536928408284894,0,0,0,0
2000-01-03,4.752000000000001,3.3,-6.8,-3,2.1,0.5123926606773856,0,0,0,0
2000-01-04,4.752000000000001,2,-7.2,-3.3,1.5,0.4559879250022313,0,0,0,0
2000-01-05,3.9744,3.5,-3.3,-0.4,2.1,0.5412749773732711,0,0,0,0
2000-01-06,4.1472,2.3,-5.9,-2.2,1.4,0.5013743130024523,0,0,0,0
2000-01-07,4.9248,3.5,-6,-2.6,1.8,0.5083035215368037,0,0,0,0
2000-01-08,4.2336,1.3,-7.8,-3.4,1.4,0.43122708725739795,0,0,0,0
2000-01-09,3.9744,3.7,-3.6,-0.2,0.8,0.5174893638793677,0,0,0,0
2000-01-10,4.752000000000001,4.7,-0.4,1.5,1.4,0.5907910553643482,0,0,0,0
2000-01-11,5.356800000000001,3.8,-4.4,0.2,2.2,0.4713540986500536,0,0,0,0
2000-01-12,5.4432,2.5,-6.7,-3.3,1.9,0.4354804127825409,0,0,0,0
2000-01-13,5.6160000000000005,2.1,-7.9,-4.6,1.8,0.41761467175259,0,0,0,0
2000-01-14,5.7024,1.7,-8.8,-4.3,1.5,0.3764233981964911,0,0,0,0
2000-01-15,5.6160000000000005,2.7,-8,-3.8,1.1,0.4575147044890086,0,0,0,0
2000-01-16,1.7280000000000002,-1.2,-3.2,-2.1,1.6,0.43693589035265207,0,0,0,0
2000-01-17,5.4432,0.2,-6.2,-3.1,0.8,0.390605164751404,0,0,0,0
2000-01-18,3.6288,5.2,-8,-1.1,1.1,0.5219214554080379,0,0,0,0
2000-01-19,6.1344,4.6,-4.8,-1.2,0.8,0.4891256003686247,0,0,0,0
2000-01-20,6.3072,1.8,-6.2,-2.8,1.4,0.4173404309134884,0,0,0,0
2000-01-21,5.8752,2.1,-7.9,-2.5,1,0.40030150068747006,0,0,0,0
2000-01-22,2.5056000000000003,0.1,-7.9,-3.4,1.2,0.4140052185055133,1,1,0,1
2000-01-23,4.8384,2.9,-1,0.7,2.5,0.5711520399054868,2.5,2.5,0,2.5
2000-01-24,6.6528,2.7,-4.2,-1.3,1.3,0.4707110096737316,0,0,0,0
2000-01-25,7.2576,0,-8.7,-4.6,0.6,0.333583006862127,0,0,0,0
2000-01-26,7.516800000000001,-0.3,-10.3,-6.6,1.4,0.32117247314202463,0,0,0,0
2000-01-27,7.6032,0.8,-10.3,-5.8,1.4,0.3504437978692588,0,0,0,0
2000-01-28,5.961600000000001,1.6,-9.7,-4.7,1.1,0.3680634208043109,0,0,0,0
2000-01-29,2.8512,1.4,-6.2,-1.4,1.1,0.4224800149207215,9,9,0,9
2000-01-30,1.296,5.9,1,3.3,0.9,0.7890835335075779,17,17,0,17
2000-01-31,6.912000000000001,8.7,0.6,3.9,1.2,0.8542859769732585,0,0,0,0
2000-02-01,8.208,10.7,-0.8,3,1.4,0.8129709963036045,0,0,0,0
2000-02-02,2.4192,5.4,-0.3,3,1.2,0.6915584431012128,1.5,1.5,0,1.5
2000-02-03,8.64,9.5,-1,3.7,1.6,0.7647167276246276,0,0,0,0
2000-02-04,8.8992,8.8,-1.5,1.8,1.4,0.6224305048541291,0,0,0,0
2000-02-05,8.64,10.8,-1.8,2.7,1.7,0.6320592647559882,0,0,0,0
2000-02-06,8.0352,12.1,-1.3,3.8,1.7,0.7545741542022819,0,0,0,0
2000-02-07,5.961600000000001,10.4,0.8,5,1.4,0.7886858219972532,0.5,0.5,0,0.5
2000-02-08,2.16,7.2,3.3,5.3,0.9,0.8739996759591949,24.5,24.5,0,24.5
2000-02-09,4.1472,8.3,1.8,5.7,3.6,0.5744163105633395,0,0,0,0
2000-02-10,10.022400000000001,10.6,-1.9,3.1,1,0.595713968729359,0,0,0,0
2000-02-11,2.9376,5.5,2.2,3.7,1.2,0.6923909082206817,1,1,0,1
2000-02-12,3.6288,6.2,-0.2,3.2,1.4,0.6692664823952175,0,0,0,0
2000-02-13,4.4064000000000005,5.9,-0.7,2.7,0.8,0.6296325242885219,0,0,0,0
2000-02-14,10.8,10.1,-0.2,4.5,1,0.7485265538369424,1,1,0,1
2000-02-15,7.430400000000001,9,1.1,4.2,1.5,0.8098571032631339,1.5,1.5,0,1.5
2000-02-16,4.752000000000001,7.1,0.2,3.8,3.2,0.6584119882823063,6,6,0,6
2000-02-17,2.7648,2.3,-2.7,-0.2,1.2,0.5365850556048619,6,6,0,6
2000-02-18,4.6656,1.3,-3.3,-0.6,1,0.5258235398419421,12,12,0,12
2000-02-19,4.2336,7.4,0.4,4.7,2.5,0.619130936593559,3,3,0,3
2000-02-20,8.64,5,-2.7,1.9,3.2,0.5021769168692716,0,0,0,0
2000-02-21,12.528,5.3,-4.1,-0.2,0.4,0.4203082234575216,0,0,0,0
2000-02-22,12.441600000000001,7.6,-2.4,1.3,0.7,0.4968975286105646,0,0,0,0
2000-02-23,12.6144,7.8,-4.1,1,1.5,0.49871807785636857,0,0,0,0
2000-02-24,7.430400000000001,8.2,-3.8,1.6,1.2,0.5110402712385052,0,0,0,0
2000-02-25,6.912000000000001,10.6,-1.5,4.2,1.4,0.6850749308603848,0,0,0,0
2000-02-26,11.491200000000001,13.6,2.1,6.7,1.4,0.813605651068812,0,0,0,0
2000-02-27,13.4784,16.3,0.3,6.6,1.1,0.7809345466569525,0,0,0,0
2000-02-28,12.96,17.1,1,8.1,2.8,0.6385113889506939,0,0,0,0
2000-02-29,6.566400000000001,13.5,4.8,7.8,1.1,0.8018735806663784,16,16,0,16
2000-03-01,2.5056000000000003,5.4,1.6,3.8,1.7,0.732247549652226,9,9,0,9
2000-03-02,14.860800000000001,8.2,0.3,3.7,3.4,0.5834500814054556,0,0,0,0
2000-03-03,11.4048,9.7,-1.6,3.8,1.2,0.5800463013441122,13,13,0,13
2000-03-04,11.8368,10.1,1.8,5.5,3.6,0.6694796123831591,0,0,0,0
2000-03-05,15.6384,8.6,-2.2,2.7,2.2,0.45328813103231297,0,0,0,0
2000-03-06,15.292800000000002,11.7,-2.4,3.6,1.8,0.597947712710056,0,0,0,0
2000-03-07,11.232000000000001,11.7,-1.2,4.5,1.1,0.6487767403584674,0,0,0,0
2000-03-08,13.392000000000001,14.9,-0.8,7.3,1.4,0.7321108086926398,2.5,2.5,0,2.5
2000-03-09,10.1952,17.8,5.9,10.5,1.3,1.0850143568153139,0,0,0,0
2000-03-10,10.713600000000001,18.2,5.5,10.8,3,0.9715613434270467,0,0,0,0
2000-03-11,14.5152,19.5,2.2,10.2,1.9,0.9229458273921606,0,0,0,0
2000-03-12,16.2432,17.1,2.3,9.2,1.9,0.867714290380781,0,0,0,0
2000-03-13,16.0704,16.7,1.9,8.9,2.1,0.8371585360563402,0,0,0,0
2000-03-14,7.9488,15.4,5.8,10.1,2.1,0.8802085617733246,4,4,0,4
2000-03-15,8.3808,11.3,1.2,7.5,4.1,0.6531504388042095,0,0,0,0
2000-03-16,12.873600000000001,12.3,-1,5.5,2.6,0.6603391635996587,0,0,0,0
2000-03-17,12.182400000000001,14.4,-0.2,7.4,3.1,0.7317869183971816,0,0,0,0
2000-03-18,14.9472,14.9,1.1,7.7,3.1,0.7807401531085822,0,0,0,0
2000-03-19,15.7248,14.7,3.8,8.5,2.3,0.7688730360251067,0,0,0,0
2000-03-20,17.712,15.7,0.6,7.2,2.5,0.7130316018190402,0,0,0,0
2000-03-21,17.4528,14.6,-0.5,6.7,1.9,0.6792454017897902,0,0,0,0
2000-03-22,18.144000000000002,18.6,0.6,8.7,2,0.7746034907622258,0,0,0,0
2000-03-23,8.3808,14.3,3.2,8.9,2.3,0.7005580872341487,0,0,0,0
2000-03-24,12.3552,13.9,6.3,9.8,3.2,0.8892551277549495,1,1,0,1
2000-03-25,17.712,17.9,4.1,10.5,1.8,0.921293207984946,1,1,0,1
2000-03-26,8.4672,11.5,3.3,7.2,2.9,0.8222126913143324,2,2,0,2
2000-03-27,14.7744,11.2,1.8,5.6,3.2,0.7237185856833623,0,0,0,0
2000-03-28,17.7984,13.2,-0.7,5.8,2.1,0.685146914394677,5,5,0,5
2000-03-29,7.430400000000001,9.5,3.3,5.7,2.3,0.7542155211687308,5.5,5.5,0,5.5
2000-03-30,18.8352,12.4,0.7,6.1,2.5,0.6150188496637479,0,0,0,0
2000-03-31,14.688,12.9,-1.1,6.4,1.6,0.5341119975491206,0,0,0,0
2000-04-01,17.884800000000002,13.6,1.8,7.6,3.5,0.7132570679576251,0,0,0,0
2000-04-02,18.2304,17,0.4,8.8,3.4,0.6170415824161243,0,0,0,0
2000-04-03,10.368,16.4,4.3,10.8,2.7,0.666544619560673,0,0,0,0
2000-04-04,13.910400000000001,18.2,2.9,10.6,2.6,0.7167782911480944,0,0,0,0
2000-04-05,10.281600000000001,12.9,5.7,8.7,3.3,0.8558087245223186,0.5,0.5,0,0.5
2000-04-06,16.2432,12.5,4.9,8.1,4.3,0.8300468365478613,0,0,0,0
2000-04-07,20.9952,14.6,4,8.7,3.2,0.7652808994574701,0,0,0,0
2000-04-08,22.2912,17.8,1.5,9.5,2.5,0.7429705287287852,0,0,0,0
2000-04-09,12.7872,16.8,4.5,10.3,3.7,0.6288842838719322,0,0,0,0
2000-04-10,15.292800000000002,17.4,3.7,11.3,2,0.6314119274276624,0,0,0,0
2000-04-11,17.366400000000002,15.9,7.6,11.1,2.4,0.8735289161190963,3.5,3.5,0,3.5
2000-04-12,14.1696,12.8,5.2,8.8,3.7,0.8210106655473492,3.5,3.5,0,3.5
2000-04-13,5.7024,11.5,5,8,1.5,0.9092840149377754,3.5,3.5,0,3.5
2000-04-14,20.822400000000002,20.6,3.8,12.2,2.8,0.9200730490121966,0,0,0,0
2000-04-15,13.5648,16.2,5.4,10,3,0.8035800765573969,1.5,1.5,0,1.5
2000-04-16,16.3296,18.5,3.2,10.6,3.3,0.6887216807842905,0,0,0,0
2000-04-17,3.7152000000000003,10.5,5.9,8.4,1.9,0.8490036678245279,2,2,0,2
2000-04-18,11.3184,12.2,4.4,7.7,2.7,0.8905682929244452,0,0,0,0
2000-04-19,24.4512,17.6,1.7,9.4,2.7,0.905834492435472,0,0,0,0
2000-04-20,23.9328,21.2,3.8,12.2,2.5,0.9566893385284976,0,0,0,0
2000-04-21,22.2912,25,7.1,15.4,2.2,1.064453070195628,0,0,0,0
2000-04-22,22.982400000000002,26.1,8.1,17.5,3.6,1.0570136357662874,0,0,0,0
2000-04-23,10.5408,19.9,7.1,13.5,3.6,1.1655184693543439,21,21,0,21
2000-04-24,17.625600000000002,13.6,4.9,9.2,2.5,0.9702141564052983,0,0,0,0
2000-04-25,25.3152,22.3,3.5,12.3,1.7,1.131782694869796,0,0,0,0
2000-04-26,21.7728,24.6,7.4,16.2,2.6,1.0710933606106148,0,0,0,0
2000-04-27,14.7744,23.4,9.4,16.8,3.6,1.0402556909878518,0,0,0,0
2000-04-28,14.9472,19.6,9.3,15.6,5.8,0.9653762305893995,0.5,0.5,0,0.5
2000-04-29,13.651200000000001,16.5,8.9,11.4,2.3,1.2648570342147423,2.5,2.5,0,2.5
2000-04-30,21.168000000000003,23,6.9,14.8,1.8,1.3404931043875332,0,0,0,0
2000-05-01,23.76,24.1,7.9,15.9,2.4,1.2783430136580025,0,0,0,0
2000-05-02,24.5376,25.2,9,17,2.4,1.3148593941365547,0,0,0,0
2000-05-03,19.785600000000002,24.4,11.1,16.8,2,1.4116358519557415,0,0,0,0
2000-05-04,23.328000000000003,26.1,9.2,16.9,1.7,1.4524990438670558,0,0,0,0
2000-05-05,15.3792,22.9,12.2,16.5,2.4,1.311905683188137,0,0,0,0
2000-05-06,13.824000000000002,23.4,10.6,15.8,2,1.317761794255116,0,0,0,0
2000-05-07,22.3776,24.8,8.6,17.4,2.7,1.131636944405506,0,0,0,0
2000-05-08,18.7488,25.1,12.4,17.5,1.7,1.3852698748847727,0,0,0,0
2000-05-09,24.0192,27.6,9.9,18.6,2.7,1.3431896767027196,0,0,0,0
2000-05-10,21.5136,28,12.2,20.2,2.7,1.3432726916023743,0,0,0,0
2000-05-11,22.464000000000002,27.7,12.4,20.2,2.9,1.335923382415624,6.5,6.5,0,6.5
2000-05-12,14.4288,21.2,11.8,16.1,1.2,1.4589654493472797,0,0,0,0
2000-05-13,25.3152,25.4,8.9,17.6,2.7,1.415540207156358,0,0,0,0
2000-05-14,25.8336,25.2,13.2,19.2,2.9,1.543601689020852,0,0,0,0
2000-05-15,27.216,28.2,11.4,20.1,2.4,1.4572190677150345,0,0,0,0
2000-05-16,26.006400000000003,28.4,12.3,20.5,2.4,1.463723788970743,1.5,1.5,0,1.5
2000-05-17,21.3408,25.7,12.9,18.2,3.2,1.590677822192841,0,0,0,0
2000-05-18,22.8096,22.1,12.4,16,4.8,1.3832614838030437,0,0,0,0
2000-05-19,28.512,19.8,9.7,14.5,5.7,0.9505995536938762,0,0,0,0
2000-05-20,29.1168,20.8,8.5,14.8,3.8,0.8202193669224986,0,0,0,0
2000-05-21,21.2544,21.1,5.2,14.1,3.1,1.008295273213355,1.5,1.5,0,1.5
2000-05-22,28.8576,21.1,9.8,15.1,4.7,0.9742972580616245,0,0,0,0
2000-05-23,28.425600000000003,23.2,6.7,15.8,3.1,1.0540838157599364,0,0,0,0
2000-05-24,18.9216,24.9,11.3,17.9,1.6,1.3161709735665628,0,0,0,0
2000-05-25,10.4544,21.7,11.5,17.2,1.4,1.3350142052934328,0,0,0,0
2000-05-26,17.366400000000002,26.3,13.3,18.8,1.6,1.6118841023331567,0,0,0,0
2000-05-27,12.096,16.7,9.9,13.1,2.6,1.2128333388703392,6,6,0,6
2000-05-28,9.2448,16.9,9,13.1,1.5,1.2887107926578116,2.5,2.5,0,2.5
2000-05-29,22.204800000000002,19.3,11.6,14.5,4.7,1.216779217996988,0,0,0,0
2000-05-30,6.3072,15.3,8.6,12.8,1.1,0.986789030457555,0.5,0.5,0,0.5
2000-05-31,20.822400000000002,22.6,10.9,17.1,3.8,1.2552115674506266,0,0,0,0
2000-06-01,29.0304,26.1,8.3,17.9,2.3,1.289851436505366,0,0,0,0
2000-06-02,28.684800000000003,29.1,11.4,21.2,2.2,1.4291349617475975,0,0,0,0
2000-06-03,21.168000000000003,29.5,14.7,21.4,2.5,1.7653757498590605,2,2,0,2
2000-06-04,23.587200000000003,29.1,14.2,21.8,1.8,1.8432738795815966,0,0,0,0
2000-06-05,17.1936,27.4,14.7,20,2.5,1.8603318308238377,0,0,0,0
2000-06-06,13.651200000000001,17.4,13.8,14.9,4.2,1.387297346323201,0,0,0,0
2000-06-07,29.203200000000002,23.7,11.8,17.2,2.9,1.300805209418177,0,0,0,0
2000-06-08,28.7712,26.6,10.6,19.5,2.6,1.4497424905203158,0,0,0,0
2000-06-09,28.166400000000003,30.6,14.2,23.2,3.7,1.4350755229187724,0,0,0,0
2000-06-10,18.2304,29.4,16,21.7,3.9,1.5250536634413963,3,3,0,3
2000-06-11,18.3168,25.5,14.3,19.3,3.1,1.6842040546231734,0,0,0,0
2000-06-12,26.0928,25.5,14.9,19.1,2.9,1.7517140013276054,0,0,0,0
2000-06-13,20.736,26.7,14.4,20,2.2,1.8537128954768822,1,1,0,1
2000-06-14,23.76,27.6,15.4,20.5,2.5,1.841969450693182,0,0,0,0
2000-06-15,18.2304,28,14.1,20.5,1.7,1.6410567593443433,0.5,0.5,0,0.5
2000-06-16,27.7344,28,12.4,20.5,2.6,1.4595812804840564,0,0,0,0
2000-06-17,29.462400000000002,26.5,11.5,19.9,3,1.3816705077409823,0,0,0,0
2000-06-18,28.7712,29.1,12.5,21.7,3,1.4838742466753516,0,0,0,0
2000-06-19,29.203200000000002,30,15.4,23.6,2.7,1.6159195648644433,0,0,0,0
2000-06-20,28.2528,30.9,16.4,24,2.6,1.7386740010073523,0,0,0,0
2000-06-21,28.684800000000003,30,16.2,24.2,2.8,1.591105010763533,0,0,0,0
2000-06-22,18.2304,27.3,16.1,22.4,2.8,1.6388637411677383,0.5,0.5,0,0.5
2000-06-23,28.8576,24.4,15,19.5,5.3,1.432176095805771,0,0,0,0
2000-06-24,18.144000000000002,22.8,12.9,16.9,4.3,1.2196743150406526,0,0,0,0
2000-06-25,28.684800000000003,21.4,12,16.1,5.3,1.0948491023859352,0,0,0,0
2000-06-26,30.067200000000003,23.7,8.5,16.8,3.2,1.1425343153769056,0,0,0,0
2000-06-27,28.166400000000003,26.1,9.3,18.9,2.9,1.2009541433549362,10.5,10.5,0,10.5
2000-06-28,8.8992,20.3,15.3,16.8,1.3,1.8400486066416246,8,8,0,8
2000-06-29,28.944000000000003,25,14.5,19.4,3.5,1.6040389640225898,0,0,0,0
2000-06-30,27.907200000000003,25.8,11.8,19.6,2.8,1.4388006037150438,0,0,0,0
2000-07-01,18.0576,29.5,12.8,20.9,1.6,1.6777251221417535,0,0,0,0
2000-07-02,27.9936,34.2,15.7,25.1,2.3,1.7889226237422873,0,0,0,0
2000-07-03,16.1568,25.4,18.3,21.6,2.9,1.811745372485887,1,1,0,1
2000-07-04,20.304000000000002,26.4,17.3,20.6,3.4,1.8641671683520107,3.5,3.5,0,3.5
2000-07-05,29.2896,26.1,14.8,20.6,3.7,1.3847945236478092,0,0,0,0
2000-07-06,28.944000000000003,29.2,12,21.3,2,1.544399970215068,0,0,0,0
2000-07-07,18.3168,29.2,18.5,22.3,2.9,1.8955070053078096,0,0,0,0
2000-07-08,20.4768,20.4,12.7,16.8,5.1,1.2924594603094648,0,0,0,0
2000-07-09,12.7872,20.7,11.2,14.5,1.5,1.3905957232023949,4,4,0,4
2000-07-10,6.8256000000000006,16.6,12.1,14.2,1.3,1.5106565227742017,7.5,7.5,0,7.5
2000-07-11,13.392000000000001,16.6,11.5,13.6,3.8,1.147480121541997,0,0,0,0
2000-07-12,21.168000000000003,20.2,9.8,14,4,1.1654492807300874,0,0,0,0
2000-07-13,18.8352,19.7,9.2,14.5,3,1.164155909064402,2,2,0,2
2000-07-14,7.516800000000001,15.6,10.9,13.1,1.4,1.4051196088077353,7.5,7.5,0,7.5
2000-07-15,13.5648,16.1,8.5,11.7,3.6,1.1093088828248148,0,0,0,0
2000-07-16,24.7104,19.9,7.9,13.5,3.3,1.1050623002886586,0,0,0,0
2000-07-17,28.3392,22.7,6.9,15,2.9,1.159092182210022,0,0,0,0
2000-07-18,26.784000000000002,25.7,8,17,2.8,1.3377473197527476,0,0,0,0
2000-07-19,27.4752,25.9,10,18.3,2.9,1.3764745724232228,0,0,0,0
2000-07-20,25.142400000000002,25.1,11.1,18.5,3,1.4342751551461241,0,0,0,0
2000-07-21,27.3888,27,11.7,19.7,2.8,1.5352275538520366,0,0,0,0
2000-07-22,26.9568,28.2,12.3,20.9,2.6,1.4670305009144389,0,0,0,0
2000-07-23,14.601600000000001,26.7,15.5,20.6,1.7,1.8572115826492626,4,4,0,4
2000-07-24,10.1952,23.2,14.5,17.9,1.3,1.9912422620290071,21,21,0,21
2000-07-25,19.1808,25.2,14.3,18.2,1.6,1.926012787726063,0,0,0,0
2000-07-26,25.056,26,13.3,19.5,2.2,1.718209443149699,0,0,0,0
2000-07-27,21.2544,26.3,12.1,19.9,2.3,1.6257131820003667,7,7,0,7
2000-07-28,12.2688,20.8,12.8,16.5,1.6,1.7191267709253926,2,2,0,2
2000-07-29,16.2432,21,13.1,15.9,1.6,1.6609276762820413,0.5,0.5,0,0.5
2000-07-30,26.6976,24.3,12.6,17.9,2.4,1.56838187092391,0,0,0,0
2000-07-31,26.6112,26,10.8,18.8,2.3,1.4500929234375997,0,0,0,0
2000-08-01,26.4384,29.2,11.9,20.7,1.9,1.6970900652723657,0,0,0,0
2000-08-02,9.936,22.7,14.6,18.3,1.4,1.7743234288347114,4.5,4.5,0,4.5
2000-08-03,5.6160000000000005,18.2,13.6,16.6,1.1,1.6826388417283429,9,9,0,9
2000-08-04,14.256,22.2,13.5,17.1,1.6,1.6088315430254627,0,0,0,0
2000-08-05,13.392000000000001,21.6,14.3,16.4,1.9,1.6752891858846763,3.5,3.5,0,3.5
2000-08-06,9.936,21.9,12.4,16.5,1.9,1.696678978573297,2.5,2.5,0,2.5
2000-08-07,23.0688,26.2,10.9,18,2,1.6040180297743243,0,0,0,0
2000-08-08,20.6496,27,12.3,19.3,2,1.671669219582991,0,0,0,0
2000-08-09,26.352,27.9,13.8,20.6,2.3,1.7549038264356038,0,0,0,0
2000-08-10,24.5376,29,13.5,21.2,2.4,1.7724084364503863,0,0,0,0
2000-08-11,24.624000000000002,30.4,14.7,22.2,2.2,1.83417672598208,0,0,0,0
2000-08-12,23.5008,30.4,14.1,22.3,2.1,1.7298163986905628,0,0,0,0
2000-08-13,20.9952,30.7,14.3,21.1,1.9,1.9188793319589599,0,0,0,0
2000-08-14,23.76,30.3,14,21.9,2,1.827950299730471,0,0,0,0
2000-08-15,22.982400000000002,29.5,15,22.7,2.8,1.7782960227425242,0,0,0,0
2000-08-16,23.1552,30.2,16.4,22.9,2.4,1.9401518389676564,0,0,0,0
2000-08-17,15.811200000000001,29.2,15.1,21.7,1.6,1.7065291674411767,0,0,0,0
2000-08-18,13.4784,27.1,16.9,21.6,1.5,1.8982422009381161,0,0,0,0
2000-08-19,21.427200000000003,33.4,16.5,24,1.7,2.021121823562098,0,0,0,0
2000-08-20,20.6496,34,16.7,24.8,2.2,1.9137698126081721,0,0,0,0
2000-08-21,13.5648,25.8,13,19.4,2.9,1.8401075881200828,12,12,0,12
2000-08-22,24.0192,24.3,11.6,17.4,2.3,1.656252765909139,0,0,0,0
2000-08-23,23.4144,28.3,11.7,19.7,2.1,1.6837394318968415,0,0,0,0
2000-08-24,22.982400000000002,29.7,12.6,20.7,1.9,1.6609183842577164,0,0,0,0
2000-08-25,23.328000000000003,29.9,13,21,2.1,1.6491156442878698,0,0,0,0
2000-08-26,20.822400000000002,30.3,12.9,22.1,2,1.5629881173317695,0,0,0,0
2000-08-27,6.6528,22.5,13,17.6,2.3,1.6687553753448563,3,3,0,3
2000-08-28,22.6368,24,10,17,2.1,1.4236240997305445,0,0,0,0
2000-08-29,21.6,24.5,11.3,17.8,2.4,1.4390425876316062,0,0,0,0
2000-08-30,4.6656,17.8,11.7,14.6,1.5,1.3793061529727249,2.5,2.5,0,2.5
2000-08-31,7.0848,17.3,13,15.1,1.1,1.5465573652894866,2,2,0,2
2000-09-01,21.686400000000003,23.9,10.9,17.6,2,1.4820061207521869,0,0,0,0
2000-09-02,18.2304,22.9,14.4,17.9,3.3,1.1743927485860897,0,0,0,0
2000-09-03,14.256,19.6,11.9,15.2,3.4,1.2887245077630707,0,0,0,0
2000-09-04,20.4768,21,9.3,14.8,2.9,1.1608290546344164,0,0,0,0
2000-09-05,21.5136,21.5,5.9,13.4,2.3,1.1390026626910918,0,0,0,0
2000-09-06,16.6752,21.5,7.4,15.2,2.5,1.1246655246064772,0.2,0.2,0,0.2
2000-09-07,18.144000000000002,23,9.8,16.2,2.8,1.2438411080202776,0,0,0,0
2000-09-08,21.2544,22.9,6.7,14.7,2.1,1.1369400516683859,0,0,0,0
2000-09-09,20.304000000000002,25,8.1,16.6,2,1.4074917657876878,0,0,0,0
2000-09-10,19.9584,25.7,10.6,18.6,2.3,1.625538470392414,0,0,0,0
2000-09-11,19.3536,26.7,13,20,2.4,1.8656127424055355,0,0,0,0
2000-09-12,16.3296,26.6,13.6,19.9,1.9,1.8314603934910758,0,0,0,0
2000-09-13,15.811200000000001,26.1,15,19.9,2.1,1.7520363389139963,0,0,0,0
2000-09-14,17.107200000000002,26.1,12.6,18.8,1.9,1.6841587573460453,0,0,0,0
2000-09-15,17.712,27.8,12,19.2,2.2,1.5749508950670135,0,0,0,0
2000-09-16,8.553600000000001,22,10.7,15.8,3,1.3774322073489138,0,0,0,0
2000-09-17,19.1808,21,6.8,14.1,2.5,1.1430412803575558,0,0,0,0
2000-09-18,18.403200000000002,21.4,7,14.2,2.2,1.2507331995511486,0,0,0,0
2000-09-19,14.860800000000001,26.7,8.9,17.9,2.5,1.3813876246191998,6.2,6.2,0,6.2
2000-09-20,5.0112000000000005,18.4,11.2,14.7,2.6,1.4783475684905287,14.7,14.7,0,14.7
2000-09-21,16.848000000000003,19.2,6.2,12.5,3,1.1170643422962887,0,0,0,0
2000-09-22,17.9712,21.4,5.9,13.4,1.9,1.1794154852574763,0,0,0,0
2000-09-23,17.884800000000002,21.6,7.1,14.2,2,1.3242480690409704,0,0,0,0
2000-09-24,16.9344,23,8.4,15.5,2.2,1.4236465682512385,0,0,0,0
2000-09-25,14.860800000000001,23.5,9.1,15.7,2,1.4956895374084516,0,0,0,0
2000-09-26,16.3296,24.6,9.9,16.3,1.6,1.5985001778125116,0,0,0,0
2000-09-27,13.9968,23.8,10.2,16.3,2.1,1.5483623866040206,0,0,0,0
2000-09-28,14.860800000000001,26.3,11.2,17.6,2.2,1.5380427275431787,0,0,0,0
2000-09-29,9.504000000000001,23.8,10.9,17.4,3.6,1.21969409069113,0,0,0,0
2000-09-30,2.3328,15.2,9.8,12.7,1,1.3802009925551537,18.4,18.4,0,18.4
2000-10-01,10.8,17.8,9.6,13.3,1,1.3453835190988255,0.6,0.6,0,0.6
2000-10-02,6.7392,16.7,9.8,13,2.5,1.215907658269834,0,0,0,0
2000-10-03,14.083200000000001,17.6,5.3,10.6,1.6,1.0996369718674102,0,0,0,0
2000-10-04,15.120000000000001,18.2,5,10.8,1.7,1.1732432012291236,0,0,0,0
2000-10-05,10.713600000000001,16.7,6.4,11.6,2.1,1.1912880988603725,0,0,0,0
2000-10-06,10.022400000000001,15.7,4,11,3.4,0.8974563610491282,0,0,0,0
2000-10-07,15.120000000000001,15,1.8,8,2,0.8029154131257984,0,0,0,0
2000-10-08,13.651200000000001,14.6,0.6,7.5,1.4,0.7759410723166783,3,3,0,3
2000-10-09,13.4784,15.5,4.6,8.9,1.5,1.0692814101267591,6.6,6.6,0,6.6
2000-10-10,8.1216,14.2,4.3,8.8,1.8,0.9798428472437243,1.3,1.3,0,1.3
2000-10-11,1.296,8.2,5.8,7.3,1.4,0.9355281502148806,18.1,18.1,0,18.1
2000-10-12,6.3072,14,6.1,9.8,1.3,1.1445083862967511,0,0,0,0
2000-10-13,1.9008,11.1,8.6,10.2,1,1.1367849818705251,3.6,3.6,0,3.6
2000-10-14,1.9008,13.8,9.9,11.9,1.3,1.352212294674472,47.9,47.9,0,47.9
2000-10-15,4.6656,16.5,10.8,12.9,1.5,1.464157879901209,16.4,16.4,0,16.4
2000-10-16,8.9856,17.3,7.9,11.7,1.2,1.2276766589046226,0,0,0,0
2000-10-17,8.208,15.7,7.3,10.8,1.3,1.15588431428073,0,0,0,0
2000-10-18,10.8,16.6,7.8,11,1.3,1.1880522488340977,0,0,0,0
2000-10-19,6.048,15.4,7.9,11.1,0.9,1.135306448106883,0,0,0,0
2000-10-20,9.072000000000001,18.1,5.8,11.4,1.4,1.142413951914562,0,0,0,0
2000-10-21,11.3184,21,6.6,11.6,1.5,1.3097524360854633,0,0,0,0
2000-10-22,11.5776,17.1,3.8,9.7,1.7,1.0793092167351772,0,0,0,0
2000-10-23,11.4048,17,3.8,9.1,1.6,1.0881690972937168,0,0,0,0
2000-10-24,7.6032,17.3,5.9,10.8,1.4,1.1242268265599502,0,0,0,0
2000-10-25,10.6272,18.5,5.8,10.5,1.6,1.2013105990422321,0,0,0,0
2000-10-26,2.4192,11.6,6.3,8.8,1.1,1.0594913296774005,1.6,1.6,0,1.6
2000-10-27,7.8624,16.7,6.3,10.1,1.4,1.2301632448689412,0,0,0,0
2000-10-28,10.1952,17.9,4.1,9.5,1.9,1.1003533299130548,0,0,0,0
