CAPACITANCE,STORAGEK,VSTORAGE,PSICR
6.871875000000001,6.380125,15.24125,-2.2718125000000002
4.567125,5.099125,9.78725,-1.8146875
8.637625,4.292375,13.090250000000001,-1.0013125
9.444375,7.612125000000001,18.69275,-2.1908125
4.260875,5.897125,6.12875,-2.0498125
3.753375,6.9208750000000006,17.47325,-1.5394375
7.664625,6.474625,6.91175,-2.3614375
7.657625,6.385375,6.758749999999999,-1.5574375
5.149875,7.956875,10.67825,-1.1783124999999999
3.158375,8.886125,9.71075,-1.3178124999999998
5.914625,5.8306249999999995,9.82325,-2.4911875
4.624875,9.738375000000001,11.794250000000002,-1.4876875
6.324125,3.7516249999999998,2.20025,-2.3678125
9.869625000000001,5.5611250000000005,12.122750000000002,-2.2586875
6.814125,5.380875,9.03125,-2.2886875
4.070125,5.694125,7.55075,-2.4015625
6.745875000000001,3.510125,18.454250000000002,-2.0254375
4.168125,8.474875,18.59825,-1.8154375
9.983375,9.927375000000001,9.21575,-1.1239374999999998
3.060375,5.627625,18.07175,-2.4975625
3.574875,3.854875,6.47525,-2.3344375
4.4201250000000005,7.144875,9.79175,-1.2701875
3.5713749999999997,7.356625,18.12575,-1.0496874999999999
6.308375,9.535375,5.89925,-1.4539374999999999
4.834875,8.107375000000001,15.22775,-1.9759375000000001
5.671374999999999,4.581125,5.624750000000001,-2.0764375
3.296625,7.8168750000000005,5.13875,-1.5563125
3.273875,6.007375,8.122250000000001,-1.0136874999999999
5.186625,3.714875,7.0737499999999995,-1.7276874999999998
5.377375000000001,6.602375,14.039750000000002,-1.6823124999999999
8.219375,7.452875000000001,2.71325,-1.7640625
8.179125,7.853625000000001,12.590750000000002,-1.9215625
8.515125000000001,8.098625000000002,5.72375,-1.9114375
8.387375,6.824625,6.92075,-1.0545624999999998
6.394125,3.067375,10.76825,-2.0025625
5.9251249999999995,6.6076250000000005,12.76625,-1.7734375
3.517125,7.055625000000001,9.661249999999999,-1.5446874999999998
5.582125,8.994625000000001,12.293750000000001,-1.5619375
8.992875,7.260375000000001,15.218750000000002,-2.1416874999999997
9.190625,4.890875,15.23225,-1.8694375
5.947875,8.648125,15.529250000000001,-1.9785625
4.3291249999999994,3.221375,10.82675,-1.0950625
3.520625,7.717125,12.58625,-2.1979375
6.8771249999999995,9.416375,4.06325,-2.2639375
4.330875,5.0291250000000005,14.43125,-1.0185624999999998
3.398125,9.573875000000001,9.13475,-2.3655625000000002
8.406625,3.140875,16.72625,-2.0666875
9.052375000000001,8.525625000000002,16.00175,-2.1720625
3.839125,8.436375,4.76525,-1.6976874999999998
9.624625000000002,5.093875,11.33525,-1.7209375
4.934625,5.148125,14.062250000000002,-2.2853125
3.762125,4.035125,15.875750000000002,-1.5236874999999999
5.198875,6.413375,16.06475,-1.4753124999999998
8.208874999999999,7.272625,12.698750000000002,-1.7509375
4.031625,4.106875,16.492250000000002,-1.0121875
6.831625000000001,8.137125000000001,6.97925,-1.9508125
7.827375,8.448625,8.95475,-2.0715624999999998
3.478625,7.276125,16.31675,-2.0306875
3.636125,4.6423749999999995,13.34675,-1.3710624999999999
8.130125,7.806375,10.42625,-1.4809375
9.029625000000001,4.208375,3.50075,-1.4036875
9.937875,7.150125,19.18325,-1.0024375
6.6583749999999995,4.028124999999999,7.820749999999999,-1.9418125000000002
5.622375,9.930875,8.47325,-1.4160624999999998
3.084875,3.949375,7.43825,-2.0903125
3.616875,3.695625,14.19725,-1.4798125
9.027875,5.190125,13.25225,-1.2896874999999999
5.942625,3.8968749999999996,14.278250000000002,-1.8143125
7.459875,5.9723749999999995,16.402250000000002,-2.2365625
3.419125,7.568375,17.918750000000003,-2.0456875
9.290375000000001,3.443625,10.22825,-1.2011874999999999
5.634625,5.282875,16.06925,-1.7321874999999998
9.425125000000001,6.441375,19.46225,-2.2905625
6.376625,3.415625,19.34075,-1.2345625
4.129625,9.267625,13.67075,-1.0853125
8.672625,7.634875000000001,4.00925,-2.1053125
3.352625,3.280875,14.14775,-2.0355625
5.827125,9.017375000000001,17.77925,-1.2630625
9.099625,3.8356250000000003,4.7292499999999995,-1.2394374999999997
7.043375,6.406375,8.990749999999998,-1.5124374999999999
9.271125000000001,5.261875,3.05075,-1.3058124999999998
4.243375,9.561625,14.336750000000002,-1.9463125
6.688125000000001,7.7398750000000005,19.691750000000003,-1.2521875
4.446375,7.732875000000001,6.03875,-1.8941875000000001
9.414625000000001,7.697875000000001,13.117250000000002,-2.4105625
5.869125,6.2471250000000005,6.69125,-2.0089375
