CAPACITANCE,STORAGEK,VSTORAGE,PSICR
8.877,9.632875,1.181125,-2.26525
4.551,8.434375,3.171625,-1.2752499999999998
7.381,8.842375,1.436875,-1.0067499999999998
6.619000000000001,7.490125,3.670375,-1.4082499999999998
4.071,8.114125,2.947375,-1.3632499999999999
5.019,7.399375,3.238375,-2.56625
9.377,8.398375,3.7176250000000004,-2.57775
4.991,8.370625,2.807125,-1.3367499999999999
7.133,8.393125,1.8051249999999999,-1.2627499999999998
2.947,9.587875,3.692125,-2.76925
8.893,8.912875,2.737375,-1.89475
5.663,9.624625,1.565125,-2.1397500000000003
3.3289999999999997,7.223875,2.267125,-2.16925
6.877000000000001,7.602625,1.958875,-2.50725
3.109,7.236625,1.646125,-2.87825
2.729,9.911875,2.563375,-2.04625
4.090999999999999,8.397625,2.082625,-1.2952499999999998
5.213,8.512375,2.6361250000000003,-1.2227499999999998
6.127000000000001,8.573125000000001,2.844625,-2.99075
8.195,7.361125,2.7688750000000004,-2.98975
3.799,9.351625,3.101875,-2.54325
3.129,9.919375,2.0946249999999997,-1.10675
2.283,9.350875,1.5936249999999998,-1.43675
9.971,7.607125,2.6271250000000004,-2.70725
7.805000000000001,7.255375,2.040625,-1.1097499999999998
6.953,8.457625,1.323625,-1.7892499999999998
9.123000000000001,8.697625,3.4273750000000005,-2.86025
5.2509999999999994,9.406375,1.7931249999999999,-2.41025
8.079,8.156875,2.250625,-2.04025
4.5009999999999994,8.010625,2.494375,-2.80575
5.138999999999999,8.317375,2.409625,-1.75175
3.6470000000000002,7.4091249999999995,3.289375,-1.8427499999999999
8.589,9.814375,2.945125,-1.75125
5.865,7.385125,3.685375,-1.45275
9.121,9.929125,1.7226249999999999,-1.8777499999999998
4.311,9.901375,1.437625,-2.46725
6.767,7.040875,2.471875,-2.5612500000000002
2.067,8.501125,3.863125,-1.08425
6.723000000000001,7.043125,2.119375,-1.7967499999999998
9.427,7.638625,1.7113749999999999,-1.55175
9.201,9.837625,2.480125,-1.88475
2.623,7.598125,2.618875,-1.24725
5.867,7.582375,2.689375,-1.0232499999999998
6.457000000000001,7.849375,2.296375,-1.10625
6.1290000000000004,8.814625,2.490625,-1.4042499999999998
3.643,9.194125,2.551375,-1.63025
6.273000000000001,9.754375,1.389625,-1.5767499999999999
2.835,8.189125,2.901625,-1.8052499999999998
9.907,8.715625,1.665625,-1.6802499999999998
3.723,9.344875,1.579375,-1.6517499999999998
9.503,8.932375,3.4798750000000003,-1.50125
5.7170000000000005,8.253625,2.774875,-1.9582499999999998
5.365,7.919875,2.828875,-2.69925
3.917,8.884375,3.334375,-2.59325
3.373,9.556375,3.903625,-2.54175
8.137,9.233125000000001,1.947625,-1.9362499999999998
6.255000000000001,8.432875,2.3053749999999997,-2.78325
3.7809999999999997,9.257125,1.573375,-1.3407499999999999
9.853000000000002,7.295875,2.403625,-1.22925
9.665000000000001,7.982875,3.335875,-1.91875
2.083,8.519875,1.789375,-2.65375
2.811,9.912625,3.1311250000000004,-1.42475
3.919,8.634625,3.9606250000000003,-2.2327500000000002
9.019,8.940625,1.179625,-1.39875
6.505000000000001,7.504375,1.9693749999999999,-2.09675
4.909,7.091875,1.351375,-2.28375
3.153,9.045625000000001,1.814125,-2.37525
2.045,9.512125000000001,2.9346250000000005,-1.94075
3.113,7.064875,1.1436250000000001,-2.02725
3.1929999999999996,7.377625,1.312375,-2.50925
8.907,8.606125,1.011625,-2.60025
7.1370000000000005,8.015875,3.629125,-2.05725
2.539,7.430125,1.842625,-2.2752499999999998
3.769,7.289125,2.115625,-1.9137499999999998
4.186999999999999,9.050125000000001,3.465625,-1.79825
6.2170000000000005,8.711875,3.9268750000000003,-1.96875
6.751,7.166875,1.475125,-1.92325
5.681,7.310875,3.6666250000000002,-1.70075
6.957000000000001,9.755875,1.038625,-2.01375
4.277,9.423625,2.8888750000000005,-2.41275
7.305000000000001,9.524125,1.940875,-1.0567499999999999
5.875,8.717875,3.0763750000000005,-1.79225
9.589,9.893875000000001,1.013125,-1.0767499999999999
9.487,8.336875,3.599125,-2.04425
7.589,8.865625,2.198125,-2.50375
5.333,9.815125,1.756375,-1.2762499999999999
8.605,7.746625,3.2706250000000003,-1.9767499999999998
6.407,8.312875,1.604125,-2.04125
4.493,9.169375,3.383125,-2.66475
7.539000000000001,8.902375,3.5998750000000004,-1.0267499999999998
4.589,7.7833749999999995,3.790375,-1.62675
