CAPACITANCE,STORAGEK,VSTORAGE,PSICR
6.123125,4.456875,16.179375,-2.098375
5.8568750000000005,5.352875,15.090625,-2.902125
8.396875000000001,6.642625000000001,15.793125,-2.328125
6.456875,9.701625,17.444375,-2.380375
6.008125,6.093125000000001,19.190625,-2.876125
5.716875,9.988624999999999,17.901875,-2.598625
9.854375000000001,3.370125,19.090625,-2.939375
5.774375,6.621625,17.994375,-2.823875
6.761875,3.4838750000000003,17.295625,-2.220625
7.994375,3.912625,18.906875,-2.291375
5.058125,8.324375,18.129375,-2.531375
7.335625,7.116875,17.275624999999998,-2.763875
6.250624999999999,6.661875,15.104375,-2.116125
9.410625,5.4876249999999995,15.206875,-2.909625
8.553125000000001,7.608625,19.166875,-2.0321249999999997
5.816875,8.387375,19.689375,-2.737875
7.370625,6.360875,18.815625,-2.380125
5.293125,9.502125,19.368125,-2.458875
7.674375,5.823625,16.064375,-2.113625
6.484375,3.174125,19.656875,-2.369375
8.684375,8.859874999999999,15.405625,-2.287375
7.151875,7.885125,19.014375,-2.861875
7.990625,5.876125,19.330625,-2.609375
8.916875000000001,5.330125,18.691875,-2.820375
8.076875000000001,5.0501249999999995,17.633125,-2.738375
5.866875,8.021625,16.916875,-2.104625
5.940625,4.430625,16.691875,-2.262375
7.569375000000001,7.193875,18.409375,-2.391625
9.523125,4.395625,16.940625,-2.4688749999999997
9.586875,8.649875000000002,16.104375,-2.551375
7.439375,4.246874999999999,18.038125,-2.696625
8.604375000000001,8.681375,19.740625,-2.217375
8.994375000000002,4.262625,19.963125,-2.626375
6.698125,5.841125,16.993125,-2.364375
9.929375,6.838625,15.431875,-2.619625
9.231875,5.814875000000001,15.915625,-2.256125
9.754375,5.197125,18.151875,-2.013375
7.269375,9.719125,18.506875,-2.2886249999999997
5.271875,9.383125,18.904375,-2.176625
9.875625,9.566875,19.329375,-2.811875
9.439375,7.300625,16.665625,-2.3976249999999997
6.120625,8.992875,16.135625,-2.0168749999999998
8.965625,6.366125,19.276875,-2.439875
7.600625000000001,5.3161249999999995,16.621875,-2.322625
6.583125,9.967625,19.486875,-2.622125
6.336875,5.757125,18.515625,-2.162625
8.181875,5.730875,19.260625,-2.307125
8.671875,7.330375000000001,18.410625,-2.699625
5.854375,7.844875000000001,18.274375,-2.2501249999999997
5.954375,7.7958750000000006,19.971875,-2.111875
7.3618749999999995,5.281124999999999,17.195625,-2.339875
8.176874999999999,3.975625,15.629375,-2.109625
8.263125,8.845875,17.536875000000002,-2.269875
7.078125,7.013625,16.201875,-2.758625
9.975625,7.491375,19.123125,-2.5216250000000002
6.665625,8.597375,15.436875,-2.875875
6.440625,3.380625,19.149375,-2.820875
