CAPACITANCE,STORAGEK,VSTORAGE,PSICR
0.1952875,0.1185625,10.179375,-2.9834375
4.5240625,7.929662500000001,10.906125000000001,-1.6940624999999998
1.1481625000000002,2.7222625,16.815125000000002,-2.4353124999999998
9.6621625,1.4377375000000001,7.258125,-3.5509375
2.4500125,8.2687375,1.439375,-3.7815625
1.3214125,5.066087500000001,4.389125,-2.2771874999999997
3.3410124999999997,7.174787500000001,4.859375,-1.7290625
8.9815375,3.8063125,2.1233750000000002,-2.1953125
1.4055625,9.8824375,10.587875000000002,-3.3321875
4.3953625,1.0590625,11.191125000000001,-3.0259375
2.1975625,3.4177375000000003,18.259125,-3.0990625
6.612962500000001,5.7516625,17.052625,-2.6190625
7.004012500000001,6.8975875,7.414875,-3.0221875000000002
6.1179625,6.7664125,9.424125,-2.7671875000000004
8.7761125,9.4641625,9.452625000000001,-3.8228125
4.0043125,5.3507125,11.499875000000001,-1.8896875
1.7421625,6.4075375,18.900375,-3.0628124999999997
0.9303625000000001,2.8113625,17.869625000000003,-2.9128125000000002
7.654937500000001,1.4897125000000002,4.322625,-3.2271875000000003
2.7494875000000003,5.6204875,8.146374999999999,-2.8009375
4.1899375,0.7991875,9.599875,-3.4753125000000002
7.4297125,9.996287500000001,17.147625,-2.8128124999999997
2.8361125,6.882737500000001,10.996375,-2.6965624999999998
5.8704625,8.3009125,17.769875000000003,-1.9184375
6.9569875,3.6602875,11.708875,-3.0209375
2.7668125,0.4848625,12.188625,-3.1809374999999998
6.3407125,8.350412500000001,17.760375,-2.7453125
4.8309625,9.751262500000001,1.391875,-1.8440624999999997
3.4375375000000004,3.3880375000000003,12.407125000000002,-1.6740624999999998
3.1801375,5.627912500000001,1.073625,-2.1003125
2.9054125,5.7343375000000005,6.754625,-3.8453125
7.434662500000001,6.9470875,7.148875,-3.6528125
3.2915125,0.5838625000000001,16.729625,-2.3946875
5.1131125,3.4499125,7.837625,-3.9109375
6.6179125,0.2596375,18.985875,-2.6359375
5.989262500000001,6.912437500000001,4.417624999999999,-3.0190625
9.711662500000001,8.6969125,5.168125,-2.4134374999999997
4.5314875,4.3483374999999995,1.472625,-2.7628125
2.6133625000000005,7.2416125000000005,17.893375000000002,-2.8628125
9.976487500000001,5.2888375000000005,6.783125,-2.6165624999999997
6.1328125,1.5119875000000003,19.194875,-2.0865625
1.5614875,1.1209375000000001,12.853625000000001,-3.9778125
7.335662500000001,2.2891375000000003,2.740875,-3.6396875
8.164787500000001,6.922337500000001,10.022625,-2.3215624999999998
4.0463875,9.506237500000001,18.487125000000002,-3.5165625
8.1128125,0.35616250000000005,12.250375,-2.0415625
6.224387500000001,9.681962500000001,6.631125,-2.3359375
9.0830125,3.7097875,10.345625,-1.9084374999999998
9.498812500000001,2.0762875,16.325875,-1.5053124999999996
