CAPACITANCE,STORAGEK,VSTORAGE,PSICR
7.32075,9.92125,19.206000000000003,-1.643125
3.70275,8.380749999999999,9.57,-1.1083749999999999
5.48775,8.149750000000001,18.958,-1.1706249999999998
5.22225,5.19775,4.362,-1.869125
5.21475,7.80475,12.402000000000001,-1.6636250000000001
8.60175,9.75925,11.07,-1.525125
4.88475,9.940750000000001,8.758,-1.010125
3.31725,6.22225,5.854,-1.752375
5.38575,9.86575,19.526000000000003,-1.687375
6.9052500000000006,7.19425,18.362000000000002,-1.631375
3.84525,4.71025,6.922,-1.1193749999999998
8.838750000000001,7.73125,16.622,-1.525625
7.73925,6.87925,13.478000000000002,-1.422375
4.812749999999999,5.72875,10.646,-1.468375
6.450750000000001,5.01175,5.386,-1.2843749999999998
5.26875,7.03075,9.934000000000001,-1.115625
7.55325,9.07975,9.186,-1.939875
8.30625,9.70525,16.954,-1.953375
3.29775,6.12775,11.782,-1.951875
8.295750000000002,4.67875,8.926,-1.873125
5.06925,4.06075,9.422,-1.029875
7.20525,8.910250000000001,7.734,-1.3388749999999998
7.02975,6.03625,14.042000000000002,-1.9148749999999999
8.15625,9.68875,18.322000000000003,-1.171625
7.3492500000000005,4.68175,12.71,-1.096375
6.56625,8.30275,4.31,-1.261375
8.02125,8.253250000000001,18.214,-1.2738749999999999
7.20225,9.283750000000001,11.841999999999999,-1.985875
5.1427499999999995,4.32175,15.206000000000001,-1.546375
6.80325,4.10275,6.098,-1.1761249999999999
5.31225,4.86175,5.978,-1.942375
3.5227500000000003,7.60075,11.022,-1.767875
3.86925,8.51125,17.194000000000003,-1.206125
3.30075,6.64825,18.966,-1.123125
4.16475,8.64175,19.830000000000002,-1.664125
4.70925,4.44775,11.786,-1.8836249999999999
6.65475,7.38625,18.590000000000003,-1.835375
4.43475,5.83075,6.369999999999999,-1.866625
7.680750000000001,6.41425,6.7620000000000005,-1.946875
4.88175,4.56775,6.926,-1.719125
4.46175,7.27375,6.042,-1.407125
8.570250000000001,4.49575,17.818,-1.077375
8.38575,6.24475,10.446,-1.724875
4.2532499999999995,7.027750000000001,19.590000000000003,-1.981125
7.9117500000000005,4.57075,9.338000000000001,-1.403125
7.046250000000001,7.9037500000000005,4.53,-1.298125
8.555250000000001,7.17475,10.366,-1.3403749999999999
6.35325,5.33725,19.378,-1.419125
3.80025,9.83575,16.502000000000002,-1.532625
7.74075,7.977250000000001,13.042000000000002,-1.627875
7.401750000000001,8.83375,16.566000000000003,-1.248625
6.46275,4.51975,16.73,-1.786875
4.04175,9.52525,5.322,-1.881625
3.9517499999999997,8.51575,8.21,-1.868875
7.83225,7.7852500000000004,11.309999999999999,-1.466125
5.11575,6.41875,8.186,-1.701125
6.49275,5.17375,16.138,-1.791625
3.05925,4.32325,12.114,-1.0536249999999998
4.93725,4.25725,5.226,-1.781625
3.04575,7.1762500000000005,17.606,-1.520375
8.42175,9.07375,13.734,-1.852375
6.5977500000000004,7.84075,9.638,-1.2171249999999998
3.02175,6.48025,15.962000000000002,-1.985125
6.82425,8.40775,17.534,-1.884375
8.13225,8.158750000000001,13.030000000000001,-1.637125
7.941750000000001,4.5032499999999995,17.066000000000003,-1.688625
5.06025,4.17325,4.046,-1.773125
3.00375,8.26525,4.894,-1.801625
4.64925,7.00375,9.437999999999999,-1.855625
6.50925,5.8157499999999995,11.29,-1.930375
7.92675,9.291250000000002,6.202,-1.184625
5.01975,5.02525,4.578,-1.084375
4.69575,9.76075,14.878,-1.629875
8.25375,9.30475,4.702,-1.2803749999999998
4.54275,5.51575,18.686,-1.057875
7.77375,6.62125,15.678,-1.894875
5.37075,6.4517500000000005,14.414000000000001,-1.0711249999999999
3.35625,4.03525,5.926,-1.6688749999999999
5.85375,6.4982500000000005,14.306000000000001,-1.136375
6.765750000000001,4.54225,12.874,-1.936875
7.7002500000000005,7.8557500000000005,15.906,-1.889375
4.29375,8.728750000000002,9.574,-1.2323749999999998
4.64775,8.49325,12.694,-1.507875
8.02575,6.55525,5.202,-1.479375
4.35675,9.70975,5.758,-1.855875
4.26075,9.15625,14.522,-1.275125
3.05475,6.78475,9.69,-1.943625
4.88025,7.912750000000001,15.318000000000001,-1.700625
6.9982500000000005,6.76375,19.766000000000002,-1.921125
