DRAIN,INFEXP,IDEPTH_m,ALB,RSSA,ths,ksat,CINTRL,FRINTLAI,GLMAX,CVPD,R5,T1,T2,PSICR,FXYLEM,MXKPL,MXRTLN,MAXROOTDEPTH,BETAROOT
0.39890000000000003,0.15542999999999998,0.36579000000000006,0.17634,1164.9735,0.8021,-0.4091,0.40342999999999996,0.031538000000000004,0.0225725,2.0366,357.195,8.321,27.7745,-1.9966,0.37502,19.7253,3208.75,-1.12205,0.9746049999999999
0.5561,0.39051,0.12191,0.26574,1042.9549000000002,0.8571,-0.04530000000000001,0.39853,0.08719400000000002,0.0218725,2.6982,390.795,11.849,33.2885,-2.7666,0.65954,22.8515,3478.25,-1.02785,0.8841249999999999
0.6967,0.19935,0.27339,0.28634000000000004,1462.6749000000002,1.0265,-0.4633,0.61497,0.11570600000000003,0.0095975,2.491,258.91499999999996,12.297,31.9115,-2.4142,0.25094,18.9539,4662.95,-0.5748499999999999,0.9856750000000001
0.9875,0.65799,0.5846100000000001,0.18226,1494.7535,0.5937,0.28070000000000006,0.08591000000000001,0.034958,0.0246125,1.4034,214.32500000000002,14.629000000000001,29.9615,-1.8042,0.32882,4.8019,2281.45,-0.84395,0.954715
0.016900000000000002,0.10845,0.5886700000000001,0.1703,222.4023,0.7021,0.00990000000000002,0.41729,0.06311,0.0224375,2.1094,358.945,12.195,30.7925,-2.4678,0.72326,22.387500000000003,1992.1499999999999,-1.91105,0.864445
0.2673,0.33111,0.49319,0.2477,1310.6763,0.6247,0.3909,0.21653,0.16445,0.0110025,1.9546000000000001,349.915,7.841,34.4555,-2.0514,0.25502,4.2625,4724.55,-1.32155,0.981295
0.1293,0.42255000000000004,0.63347,0.2207,1234.2273,0.9859,0.010500000000000065,0.19777,0.19001,0.0278525,1.2734,172.395,8.161,32.6165,-2.831,0.6005,11.953299999999999,4555.150000000001,-1.90205,0.945355
0.4097,0.7092900000000001,0.22859000000000002,0.20085999999999998,664.3075,0.5971,0.3367,0.42190999999999995,0.06887000000000001,0.0138525,1.9186,249.39499999999998,7.0329999999999995,28.743499999999997,-1.3734,0.7217,1.8729,3396.8500000000004,-0.56795,0.957685
0.3933,0.19269000000000003,0.19443,0.26217999999999997,795.9197,1.2767,-0.3227,0.46881,0.17183,0.0270475,2.673,243.235,6.011,27.8885,-1.8066,0.6612200000000001,23.1705,4684.95,-1.56755,0.985645
0.41910000000000003,0.86607,0.6462100000000001,0.17082,1416.5057,0.6483,0.2127,0.70401,0.152318,0.0170925,1.3961999999999999,50.735,10.569,29.823500000000003,-1.9882,0.5024600000000001,27.0043,3832.45,-1.96085,0.8926149999999999
