ALB,ths,ksat,CINTRL,FRINTLAI,GLMAX,CVPD,R5,T1,T2,PSICR,FXYLEM,MXKPL,MAXROOTDEPTH,BETAROOT
0.1046,1.1007666666666667,-0.17566666666666664,0.3050333333333333,0.08318000000000002,0.0032136666666666668,1.6033333333333335,256.6166666666667,13.796666666666667,33.915,-2.877,0.7538,19.43433333333333,-0.5315000000000003,0.911
0.11766666666666667,0.8912333333333333,-0.371,0.33536666666666665,0.03554,0.028366333333333334,1.526,130.61666666666667,5.076666666666666,28.695,-2.615,0.26060000000000005,18.235666666666663,-4.3865,0.9051333333333333
0.26126666666666665,1.1791666666666667,0.1429999999999999,0.6475666666666666,0.16718,0.001667,1.5606666666666666,297.91666666666663,12.803333333333333,26.365000000000002,-3.579,0.34020000000000006,10.889000000000001,-2.1215,0.9920666666666667
0.19966666666666666,1.2888333333333333,0.21299999999999997,0.5388333333333333,0.07022,0.008414333333333333,2.9353333333333333,171.21666666666667,14.463333333333333,25.835,-3.3890000000000002,0.5045999999999999,10.193,-4.2515,0.9439333333333333
0.19246666666666667,1.0844333333333334,-0.29300000000000004,0.5799,0.07850000000000001,0.008743,1.6913333333333334,208.31666666666666,14.909999999999998,22.905,-2.6189999999999998,0.5742,15.103666666666667,-3.7535,0.8728666666666667
0.16073333333333334,1.1679666666666666,-0.032333333333333325,0.6965666666666667,0.07502000000000002,0.0030976666666666665,2.5286666666666666,372.5833333333333,12.056666666666665,32.945,-3.485,0.5978,27.438333333333333,-1.6175000000000002,0.8928666666666667
0.27046666666666663,1.4092333333333333,-0.377,0.38669999999999993,0.08942000000000001,0.001261,1.1086666666666667,295.8166666666666,11.329999999999998,30.505,-1.8450000000000002,0.7061999999999999,15.374333333333333,-2.6495,0.9058
0.10526666666666668,1.4432999999999998,-0.07100000000000001,0.09783333333333333,0.1307,0.011005000000000001,1.1393333333333333,115.44999999999999,12.076666666666664,27.955,-3.085,0.5674,7.119,-3.6245,0.8195333333333333
0.23139999999999997,0.9859666666666667,0.2729999999999999,0.5126999999999999,0.11510000000000001,0.026316999999999997,1.1313333333333333,212.28333333333333,9.95,28.095,-3.661,0.667,17.153,-1.3265000000000002,0.8571333333333334
0.19219999999999998,1.4139,-0.24366666666666664,0.6153666666666666,0.14474,0.013247666666666665,2.439333333333333,254.2833333333333,14.923333333333332,27.855,-1.1870000000000003,0.3522,25.621,-4.1555,0.8898
0.2800666666666667,1.3000333333333334,0.46833333333333327,0.6438333333333333,0.036500000000000005,0.015277666666666665,2.9699999999999998,166.31666666666666,12.35,29.845,-3.979,0.3658,2.498333333333333,-2.4605000000000006,0.9560666666666666
0.14366666666666666,1.4862333333333333,-0.37766666666666665,0.3694333333333333,0.05738,0.02303033333333333,1.5966666666666667,361.15,13.129999999999999,28.384999999999998,-3.4690000000000003,0.2922,29.932333333333332,-4.2575,0.8371333333333334
0.17046666666666666,1.4181,0.29833333333333323,0.15896666666666665,0.047900000000000005,0.024982999999999998,2.716666666666667,182.41666666666669,10.069999999999999,34.955,-3.509,0.47420000000000007,18.931666666666665,-4.6865,0.9227333333333333
0.2602,1.1712333333333333,0.09033333333333327,0.0829,0.11006,0.014581666666666666,1.6099999999999999,369.0833333333333,10.916666666666666,28.235,-3.779,0.23660000000000003,2.0536666666666665,-4.7885,0.9763333333333333
0.2975333333333333,1.3182333333333334,-0.08033333333333331,0.7464999999999999,0.05654000000000001,0.02627833333333333,2.9486666666666665,81.38333333333334,6.783333333333333,33.465,-1.831,0.6478,15.683666666666666,-3.7145,0.9091333333333333
0.26713333333333333,1.4475,-0.31166666666666665,0.5803666666666666,0.05906,0.0024983333333333333,1.3126666666666666,224.88333333333333,12.003333333333332,33.015,-2.577,0.32020000000000004,22.39233333333333,-3.1265,0.8430000000000001
0.1134,0.8296333333333333,0.2683333333333333,0.5178333333333333,0.09122000000000001,0.018873666666666664,2.6726666666666663,275.98333333333335,12.79,23.675,-3.541,0.23900000000000002,19.124999999999996,-1.7165000000000004,0.9988666666666667
0.23086666666666666,0.8557666666666667,-0.12033333333333335,0.2583666666666667,0.1895,0.01653433333333333,1.17,93.05,8.01,23.595,-3.845,0.7514000000000001,23.223666666666666,-2.1755000000000004,0.8635333333333334
0.22646666666666665,1.0517666666666667,0.016999999999999904,0.6209666666666667,0.18253999999999998,0.003987,1.5046666666666666,265.4833333333333,14.763333333333332,30.695,-1.1030000000000002,0.45620000000000005,27.03233333333333,-1.0055000000000005,0.8419333333333333
0.20353333333333332,1.4988333333333332,-0.40166666666666667,0.3451666666666667,0.04634,0.012300333333333333,1.1513333333333333,368.84999999999997,12.856666666666666,31.965,-3.997,0.35020000000000007,17.249666666666663,-4.7225,0.8839333333333333
0.1518,1.2328333333333332,-0.027666666666666673,0.7255,0.18961999999999998,0.028153666666666664,2.7766666666666664,54.083333333333336,6.869999999999999,34.525,-3.569,0.22660000000000002,1.435,-4.2755,0.9626
0.26873333333333327,0.9850333333333334,0.05033333333333323,0.3358333333333333,0.09482000000000002,0.014137,1.51,185.21666666666667,5.996666666666667,20.835,-3.775,0.43420000000000003,2.3049999999999997,-1.2125000000000004,0.8423333333333334
0.2968666666666666,1.1334333333333333,-0.1303333333333333,0.5075666666666666,0.09086000000000001,0.017404333333333334,1.2006666666666668,359.2833333333333,10.83,33.144999999999996,-1.5250000000000004,0.2374,16.592333333333332,-2.3975000000000004,0.9162
