ALB,ths,ksat,CINTRL,FRINTLAI,GLMAX,CVPD,R5,T1,T2,PSICR,FXYLEM,MXKPL,MAXROOTDEPTH,BETAROOT
0.23666666666666666,0.9481333333333333,0.3593333333333334,0.5191866666666667,0.023144,0.0214044,1.484,72.26,10.865333333333334,34.886,-1.0148000000000001,0.46904000000000007,23.3532,-0.9997999999999996,0.8520800000000001
0.2908533333333333,1.2292,0.11746666666666672,0.15108000000000002,0.07541600000000001,0.017336666666666667,1.348,289.82000000000005,6.862666666666667,27.073999999999998,-1.5339999999999998,0.44760000000000005,21.99986666666667,-1.3178,0.90056
0.14936,0.5254666666666666,0.17159999999999997,0.52236,0.11962400000000001,0.027467333333333333,2.5922666666666667,191.44666666666666,13.836,31.689999999999998,-3.0636,0.7717600000000002,7.9716000000000005,-2.9294,0.93
0.15885333333333335,1.1809333333333334,0.35853333333333337,0.17945333333333335,0.129992,0.020600133333333336,2.4413333333333336,98.11333333333334,12.257333333333333,34.274,-3.3891999999999998,0.28888,25.47986666666667,-2.7866,0.8450933333333334
0.23069333333333333,0.8198666666666667,0.49026666666666674,0.25262666666666667,0.15764,0.004507066666666667,2.6482666666666668,69.55333333333334,5.66,29.682,-2.5572,0.51752,7.438000000000001,-4.5806000000000004,0.8628
0.12754666666666667,1.0532,0.33720000000000006,0.08537333333333333,0.04680800000000001,0.015101733333333332,1.9986666666666668,389.03333333333336,14.289333333333333,26.222,-3.302,0.34008000000000005,21.342533333333336,-1.2073999999999998,0.9612533333333333
0.23271999999999998,0.7225333333333334,-0.38439999999999996,0.15406666666666669,0.08232800000000001,0.003664133333333333,2.256266666666667,276.56666666666666,7.953333333333333,29.126,-1.7699999999999996,0.56232,20.097466666666666,-2.0677999999999996,0.8463200000000001
0.14829333333333333,0.5644,-0.4961333333333333,0.5632400000000001,0.19810400000000003,0.0040044,2.436,241.47333333333336,12.145333333333333,32.806,-1.5956000000000001,0.5234400000000001,21.466266666666666,-4.6322,0.93208
0.19149333333333335,1.1217333333333332,-0.30679999999999996,0.3827333333333333,0.18716000000000002,0.019950533333333333,1.4621333333333335,220.84666666666666,12.862666666666666,34.894,-1.9619999999999997,0.62568,15.225466666666666,-1.1858,0.82232
0.298,0.6881333333333334,0.15639999999999998,0.64556,0.10311200000000001,0.0296404,1.1085333333333334,333.12666666666667,9.270666666666667,24.466,-2.4036,0.23640000000000003,7.902,-0.5797999999999996,0.8845066666666667
0.22413333333333335,1.3908,0.39,0.7041733333333333,0.12159200000000002,0.0015838666666666665,1.4248,52.193333333333335,13.428,22.23,-2.2396000000000003,0.5951200000000001,24.242533333333334,-4.4594,0.88712
0.23837333333333333,1.3657333333333335,0.17186666666666672,0.17404000000000003,0.068456,0.014336133333333334,1.6503999999999999,291.9666666666667,12.897333333333334,24.573999999999998,-2.346,0.48872000000000004,11.235066666666667,-0.6734,0.8085066666666667
0.23832,0.7137333333333333,0.3612000000000001,0.6222266666666667,0.137384,0.024080133333333333,1.6216,296.1666666666667,6.972,20.546,-2.7708,0.34552000000000005,3.1846666666666668,-2.6318,0.88968
0.18312,1.3572000000000002,-0.1412,0.6295066666666667,0.063464,0.012016133333333331,1.5682666666666667,380.54,8.809333333333333,25.29,-3.846,0.34856000000000004,14.011333333333333,-4.5314,0.88744
0.18642666666666666,0.9166666666666667,-0.09506666666666669,0.33830666666666664,0.1958,0.009317199999999998,1.0594666666666668,278.62,12.814666666666668,30.098,-2.7843999999999998,0.6936800000000001,29.323333333333334,-3.1946,0.9833866666666666
0.20109333333333335,1.4052,0.23853333333333337,0.15537333333333336,0.19752800000000004,0.01927,2.9389333333333334,104.92666666666668,14.929333333333334,31.966,-1.314,0.70248,13.2148,-0.9265999999999996,0.9508533333333333
