CAPACITANCE,STORAGEK,VSTORAGE,PSICR
4.9373875,9.8477875,17.541875,-2.78625
0.8041375000000001,5.776412500000001,13.461625000000002,-1.07575
7.781162500000001,1.3214125,10.464375,-2.12225
8.7068125,2.6554375,13.195625000000001,-1.08225
8.5904875,8.724137500000001,19.679375,-1.3877499999999998
8.820662500000001,6.862937500000001,3.358375,-2.61275
4.4869375,9.899762500000001,3.994875,-1.73325
2.7173125,2.7272125,10.084375,-1.1802499999999998
5.605637500000001,4.4968375,8.949124999999999,-2.44025
1.4377375000000001,0.9551125,7.908874999999999,-2.2022500000000003
8.9345125,4.0166875,11.319375,-2.12675
8.1227125,7.001537500000001,12.145875000000002,-1.53775
4.1033124999999995,6.5659375,6.350875,-1.8872499999999999
3.5959375,4.3582374999999995,2.455875,-2.05825
5.415062500000001,7.689587500000001,3.524625,-2.03675
7.2812125000000005,2.9029375,9.329125,-1.28375
3.5142625,5.786312500000001,9.495375,-1.81825
8.080637500000002,0.6457375,3.9616249999999997,-1.63275
4.8804625,8.1994375,19.199625,-2.97075
2.5465375,6.283787500000001,2.280125,-1.46275
8.1499375,4.5562375,15.827125,-1.27775
0.5714875,2.4425875,4.170624999999999,-1.1452499999999999
4.058762499999999,0.7026625,6.217875,-1.73925
2.5069375,7.825712500000001,11.428625,-2.15375
6.2219125,1.3783375,1.624625,-2.53325
1.5763375,0.1408375,5.761875,-1.68725
2.3039875,4.5265375,12.041375,-1.78375
1.5268375,2.8187875000000004,14.839125000000003,-2.08925
6.343187500000001,3.9127375,14.805875000000002,-2.0307500000000003
4.4003125,7.8380875,14.601625,-2.94325
2.6356375,8.2761625,5.472125,-1.9622499999999998
8.654837500000001,2.9722375,6.474375,-1.76725
1.4525875000000001,0.6482125,10.412125,-1.03775
7.1871625,0.5962375000000001,19.798125000000002,-1.75575
9.988862500000002,9.038462500000001,5.695374999999999,-1.9802499999999998
6.3382375,1.6703875000000001,19.019125000000003,-1.1957499999999999
5.306162500000001,0.6135625,14.525625000000002,-2.49275
0.9377875000000001,4.9943124999999995,12.397625000000001,-2.03575
3.7394875,0.35863750000000005,10.830125,-1.7487499999999998
1.6555375,3.3880375000000003,3.671875,-1.16325
6.5312875,0.6556375,6.958875,-1.43525
1.7867125000000001,7.7267125000000005,12.677875000000002,-2.1862500000000002
1.5812875,0.5244625,18.064375000000002,-1.13675
0.9625375,0.3388375,9.400375,-2.0252499999999998
5.818487500000001,5.454662500000001,10.488125,-1.9257499999999999
8.479112500000001,5.6204875,16.240375,-1.91925
8.7711625,0.5343625000000001,19.095125000000003,-2.7127499999999998
5.687312500000001,8.2489375,8.507375,-1.9787499999999998
6.3481375,3.8310625000000003,6.607374999999999,-2.63725
4.3780375,2.7321625,6.669125,-2.25175
7.202012500000001,1.8263125000000002,2.322875,-1.55175
1.1506375000000002,1.5342624999999999,10.369375,-2.78275
3.5662375000000006,0.5690125,10.516625000000001,-2.76025
4.6304875,1.0046125000000001,19.603375,-1.6457499999999998
0.6160375,3.1553875000000002,3.8998749999999998,-1.1117499999999998
2.7692875000000003,7.0064875,9.224625,-2.53225
0.4873375,1.9253125,10.953625000000002,-2.67275
2.3782375,3.4301125,13.908125000000002,-2.81625
9.4517875,8.048462500000001,10.193625,-1.67325
3.6924625000000004,7.8677875,16.881625,-2.36775
2.7593875000000003,6.853037500000001,8.165375000000001,-1.90225
9.300812500000001,3.4573375000000004,5.301125,-1.16075
4.1181624999999995,0.40813750000000004,1.472625,-1.4617499999999999
1.5466374999999999,4.6601875,15.280875000000002,-1.8307499999999999
2.2470625,9.0211375,10.483375,-2.23125
7.362887500000001,7.343087500000001,6.127624999999999,-1.9562499999999998
5.197262500000001,6.4471375,13.936625,-1.35275
4.3508125,6.3605125000000005,18.026375,-2.63525
0.6655375,9.5433625,8.512125,-2.10225
7.4173375,6.3209125,9.462125,-2.71875
7.350512500000001,1.9079875,14.026875,-2.80125
1.4624875000000002,8.4840625,1.757625,-1.51125
4.1800375,0.4947625,4.037625,-1.6272499999999999
5.2789375000000005,3.1702375,2.793125,-2.05275
3.9449125,4.2419125,8.298375,-1.21525
6.1699375000000005,3.4746625,19.356375,-1.87425
7.8430375,1.8164125000000002,17.066875000000003,-2.54875
9.1696375,6.741662500000001,18.472875000000002,-1.05025
6.2318125,0.9724375,8.849375,-1.7382499999999999
7.2614125000000005,6.5708874999999995,19.185375,-2.75525
5.5808875,1.2793375000000002,18.168875,-1.5372499999999998
6.8084875,7.4371375,18.159375,-1.9782499999999998
5.2591375000000005,1.5738625,19.479875,-2.34775
2.8930375,4.4795125,18.178375000000003,-2.36125
1.8708624999999999,4.1379624999999995,9.618875,-1.3692499999999999
5.1329125,7.4816875000000005,4.203875,-2.66975
1.4402125000000001,3.6875125000000004,8.972874999999998,-1.18925
4.8928375,0.18786250000000002,19.285125,-2.16975
3.2816125,7.543562500000001,18.976375,-2.02325
7.1302375,1.1209375000000001,11.590125,-1.7747499999999998
1.9104625,9.028562500000001,6.944625,-1.77925
1.2422125000000002,1.1357875000000002,10.459625,-2.13775
8.7092875,6.224387500000001,16.330624999999998,-1.86025
5.5536625,5.8902625,1.201875,-1.59625
8.350412500000001,3.5662375000000006,10.255374999999999,-2.59625
6.553562500000001,7.313387500000001,6.578874999999999,-1.6822499999999998
0.26706250000000004,9.6893875,1.163875,-2.37575
9.4022875,4.3483374999999995,6.930375,-1.5707499999999999
4.9151125,7.9445125,13.171875,-1.4222499999999998
0.3883375,7.575737500000001,19.755375,-2.94025
4.0216375,6.0263875,12.050875000000001,-1.06625
4.283987499999999,1.8832375,14.269125,-1.82225
9.870062500000001,5.3432875,7.262875,-1.0227499999999998
7.615337500000001,0.7422625,6.460125,-2.39475
0.6110875,4.8235375,15.646625000000002,-1.94075
1.3981375,3.2420125000000004,7.372125,-2.28275
6.5164375,5.756612500000001,18.420625,-1.34625
2.1134125000000004,8.8949125,16.392375,-2.7407500000000002
7.600487500000001,9.4344625,19.228125000000002,-2.91425
5.8234375,8.5236625,8.892125,-2.78875
4.7641375,7.899962500000001,2.3276250000000003,-1.0447499999999998
9.3874375,1.6085125,14.463875000000002,-1.2832499999999998
8.184587500000001,4.4745625,16.582375000000003,-2.34175
3.2321125000000004,3.2246875,1.691125,-1.0692499999999998
3.9251125,9.068162500000001,10.716125,-1.1297499999999998
6.5857375000000005,0.2596375,13.737125,-1.96475
8.2118125,2.0515375,11.908375000000001,-1.0787499999999999
0.40813750000000004,7.0559875000000005,2.389375,-2.14875
1.1481625000000002,2.9920375,1.610375,-1.7037499999999999
5.2442874999999995,2.2124125,19.427625,-2.64175
6.8579875,8.8627375,13.580375000000002,-2.39675
8.4568375,7.5683125,10.967875,-2.90275
8.9048125,6.672362500000001,18.890875,-2.5997500000000002
8.3776375,5.7021625,2.7123749999999998,-2.23325
9.1052875,7.585637500000001,10.545125,-1.6597499999999998
7.7143375,0.46506250000000005,1.420375,-1.0182499999999999
8.100437500000002,0.2126125,18.363625000000003,-2.57875
8.575637500000001,8.0732125,15.732125,-1.23975
2.1356875000000004,6.674837500000001,15.285625000000001,-1.87625
5.8209625,8.8231375,19.275625,-1.61675
7.3381375,8.088062500000001,8.588125,-2.79825
2.4277375,6.9396625,17.480125,-2.39625
7.830662500000001,4.7245375,1.2493750000000001,-2.76125
3.0192625,2.4797124999999998,16.012375000000002,-1.07025
9.0310375,4.4597125,17.632125000000002,-1.0917499999999998
9.6547375,8.263787500000001,9.267375,-2.67925
2.9623375,9.1943875,14.136125000000002,-1.74775
1.1828125,2.1431125,3.999625,-2.01875
2.5292125,6.692162500000001,11.604375000000001,-1.04025
3.3410124999999997,8.5731625,7.2296249999999995,-2.5452500000000002
8.9171875,6.563462500000001,4.769125,-1.1337499999999998
4.1280624999999995,1.9277875,8.792375,-1.6412499999999999
