CAPACITANCE,STORAGEK,VSTORAGE,PSICR
7.490625,6.448375,18.901875,-2.575625
9.805625,3.592375,17.419375,-2.857125
5.985625,4.658125,18.336875,-2.216375
9.325625,3.7883750000000003,18.361875,-2.2726249999999997
8.158125,4.379875,17.621875,-2.087125
7.239375,7.179875,16.290625,-2.443625
7.313124999999999,9.888875,15.161875,-2.562125
5.195625,9.916875000000001,16.439375,-2.1171249999999997
9.676875,3.513625,17.626875,-2.076625
8.728125,4.360625,19.801875000000003,-2.640375
9.510625000000001,6.159625,17.495625,-2.271125
5.551875,3.153125,19.208125000000003,-2.025875
8.509375,8.329625,16.095625,-2.486875
8.153125000000001,3.245875,15.399375,-2.945125
6.960625,4.089375,15.725624999999999,-2.706375
8.024375,4.178625,19.219375,-2.703625
7.593125000000001,9.174875,18.280625,-2.862875
7.7318750000000005,7.025875000000001,18.960625,-2.6546250000000002
6.345625,7.386375000000001,16.435625,-2.084625
9.661875,9.080375,16.953125,-2.535875
7.215625,9.489875000000001,15.874375,-2.108625
6.763125,6.838625,15.306875,-2.698625
6.9506250000000005,5.176125,16.371875,-2.123125
9.003125,6.621625,18.954375,-2.217375
8.658125,9.677125,18.645625,-2.737875
5.5493749999999995,9.451375,19.533125,-2.241625
5.515625,3.1233750000000002,18.664375,-2.601125
9.234375,6.136875,19.860625,-2.474125
7.214375,5.228625,15.326875,-2.545375
9.050625,5.375624999999999,16.026875,-2.325875
6.320625,6.745875000000001,17.209375,-2.159125
5.654375,9.650875000000001,19.254375,-2.543875
7.303125,4.577624999999999,17.126875,-2.487625
9.165625,9.003375,15.084375,-2.851875
8.363125,8.249125,15.539375,-2.771375
8.579375,5.158625000000001,19.539375,-2.260625
5.030625,3.609875,18.721875,-2.011875
8.381875,8.487125,19.508125,-2.139375
8.630625,3.613375,19.393125,-2.250625
8.500625,5.239125,19.096875,-2.213125
9.809375,6.947125,18.826875,-2.591375
7.543125000000001,8.219375,17.559375,-2.221875
8.003125,6.061625,19.285625,-2.797875
8.165625,4.9818750000000005,16.153125,-2.864375
5.146875,5.137625,15.330625,-2.517125
5.251875,8.889625,16.255625,-2.342875
5.758125,7.374125,17.159375,-2.820125
5.263125,7.8641250000000005,15.365625,-2.381875
8.343125,6.735375,18.541875,-2.084375
5.516875,3.452375,17.881875,-2.807625
6.1743749999999995,3.555625,18.683125,-2.3053749999999997
6.570625,9.729625,19.358125,-2.760875
7.684375000000001,8.639375000000001,17.911875000000002,-2.600875
8.528125,8.551875,19.505625000000002,-2.109375
8.526875,3.105875,18.210625,-2.6313750000000002
5.024375,8.623625,16.405625,-2.744125
7.415625,4.117375,16.625625,-2.081875
6.571875,3.219625,15.523125,-2.438125
6.336875,8.870375,15.890625,-2.585125
9.566875,6.565625000000001,18.839375,-2.963125
9.758125,3.039375,19.923125,-2.027625
5.346875,3.188125,18.591875,-2.753125
9.583124999999999,7.248125,19.639375,-2.457125
7.184375,7.766125,15.068125,-2.424375
8.684375,4.264374999999999,18.340625,-2.081375
5.904375,4.953875,15.194375,-2.355625
9.424375000000001,7.771375,18.718125,-2.411625
8.960625,3.727125,16.936875,-2.767625
7.625625,7.738125,18.904375,-2.480875
5.559375,9.755875,15.745625,-2.684125
9.680625000000001,6.035375,17.573125,-2.725375
6.244375,5.237375,16.054375,-2.249875
6.235625,7.874625000000001,16.946875,-2.490125
6.998125,5.9811250000000005,16.264375,-2.697625
5.043125,6.374874999999999,15.508125,-2.225375
5.701875,5.765874999999999,19.926875000000003,-2.616375
5.899375,3.496125,16.421875,-2.347125
8.229375000000001,9.512625,16.236875,-2.387625
7.170624999999999,5.666125,16.969375,-2.265875
5.631875,7.965625000000001,16.721875,-2.656625
6.988125,5.326625,18.126875,-2.079875
9.306875000000002,8.884375,18.358125,-2.992625
9.526875,4.411375,16.680625,-2.3591249999999997
5.503125,7.7696250000000004,16.420625,-2.245875
5.945625,6.425625,19.306875,-2.612875
9.386875,8.380375,19.920625,-2.262375
8.268125,4.302875,17.901875,-2.041875
7.264374999999999,6.756375,15.626875,-2.088625
7.114375,3.7796250000000002,19.885625,-2.917125
7.609375,6.698625,16.370625,-2.073375
7.894375,7.3968750000000005,15.381875,-2.399375
8.123125,7.437125000000001,19.695625,-2.502375
7.726875,4.670375,18.128125,-2.366125
6.119375,8.690125,17.310625,-2.233875
9.716875,5.090375,16.003125,-2.079625
7.289375,8.707625,18.624375,-2.849375
7.728125,3.527625,16.968125,-2.223125
5.278125,6.119375,17.649375,-2.706625
9.444375,7.297125,19.588124999999998,-2.768125
