DRAIN,INFEXP,IDEPTH_m,RSSA,ths1,ksat1,ths2,ksat2,ths3,ksat3,FRINTLAI,GLMAX,CVPD,R5,PSICR,FXYLEM,MXKPL,MXRTLN,MAXROOTDEPTH,BETAROOT
0.011660000000000002,0.672075,0.63655,161.61,1.1810150000000001,0.023389999999999994,1.313515,0.225625,1.423405,0.3940525,0.1514325,0.02240615,2.3465350000000003,165.706,-1.11731,0.5193399999999999,17.4124,1195.025,-1.685135,0.964351
0.17434000000000002,0.666135,0.52047,190.55,1.224455,-0.008050000000000015,1.296195,0.18697500000000003,1.378965,0.2567425,0.18561750000000002,0.019949849999999998,2.052885,181.242,-1.06731,0.37834,21.4004,763.475,-1.159445,0.963949
0.04478,0.796905,0.6365299999999999,207.29,1.105625,0.48395,1.3068250000000001,-0.078725,1.429405,0.2863375,0.1969475,0.023540850000000002,2.447825,154.558,-1.0707499999999999,0.46673999999999993,21.9348,3636.275,-1.837955,0.965391
0.1041,0.812295,0.66925,251.73000000000002,1.269905,-0.042010000000000006,1.268145,0.328225,1.425655,0.3171625,0.19269250000000002,0.02362065,2.567245,156.318,-1.11359,0.65698,18.3348,3316.775,-1.2387350000000001,0.962417
0.08334000000000001,0.6760349999999999,0.54613,212.71,1.208615,0.46625000000000005,1.337625,0.39002500000000007,1.3768150000000001,0.37171750000000003,0.19893750000000002,0.02232145,2.130725,176.882,-1.05267,0.67754,21.0748,1888.475,-1.260065,0.975733
0.23594,0.771405,0.6794899999999999,315.65,1.344635,0.38303,1.342135,0.251375,1.410285,0.2695225,0.1627425,0.02092775,2.036085,164.426,-1.07595,0.51662,21.9892,3071.525,-1.318745,0.978291
0.30798000000000003,0.607785,0.5871299999999999,180.77,1.1575250000000001,0.007430000000000006,1.3283150000000001,-0.009974999999999998,1.435435,0.3410425,0.1689575,0.02372845,2.136885,152.098,-1.00555,0.5496599999999999,18.3372,4800.425,-1.268615,0.966233
0.046700000000000005,0.881565,0.56195,266.90999999999997,1.222295,-0.013450000000000017,1.3326550000000001,0.022525000000000003,1.446095,0.3136975,0.1583775,0.01922465,2.030415,174.606,-1.15723,0.6130599999999999,18.1604,1751.2250000000001,-1.8762050000000001,0.965305
0.29550000000000004,0.631605,0.6469699999999999,284.47,1.399835,0.38291,1.2675750000000001,0.35472500000000007,1.352055,0.3105925,0.18678250000000002,0.02482045,2.121835,151.874,-1.17041,0.6876599999999999,20.954,3880.1749999999997,-1.595045,0.976227
0.36938000000000004,0.770235,0.56561,330.83000000000004,1.349105,0.33965,1.281775,-0.08307500000000001,1.438475,0.3264175,0.1709275,0.02036705,2.3013850000000002,171.858,-1.14007,0.52594,21.078,4656.425,-1.959725,0.9683809999999999
0.39394,0.8865750000000001,0.5874699999999999,227.69,1.306655,0.28583000000000003,1.327055,-0.094375,1.419305,0.27346750000000003,0.1732525,0.01935205,2.4622450000000002,162.59,-1.13589,0.40021999999999996,18.2412,4807.625,-1.726085,0.972407
0.1107,0.789615,0.55105,231.69,1.252985,0.18394999999999997,1.3345150000000001,0.323925,1.418505,0.3667075,0.1893025,0.02222765,2.556255,150.614,-1.1941899999999999,0.43642,18.6828,1613.9750000000001,-1.718885,0.962625
0.12222,0.624405,0.5225299999999999,280.01,1.271765,-0.048310000000000006,1.275695,0.0037750000000000006,1.356135,0.3407875,0.1555225,0.01945635,2.5359550000000004,174.678,-1.19631,0.64218,18.662,4334.225,-1.906985,0.967839
0.06810000000000001,0.786315,0.6397499999999999,175.47,1.298705,0.27671,1.3208550000000001,-0.090425,1.424085,0.3417325,0.1580025,0.01910705,2.188685,164.454,-1.12109,0.6596599999999999,23.746000000000002,2553.125,-1.202825,0.977171
0.29594000000000004,0.8959950000000001,0.6430899999999999,323.81,1.171055,0.26303,1.318235,0.218425,1.443725,0.36406750000000004,0.1768925,0.02324615,2.5658450000000004,189.418,-1.05501,0.49022,23.7828,645.575,-1.203275,0.9758089999999999
0.15106,0.625995,0.62781,292.47,1.334765,0.17218999999999998,1.3166550000000001,0.134475,1.413275,0.3808825,0.1907025,0.02384955,2.095935,167.058,-1.07201,0.6936599999999999,20.0756,1205.8249999999998,-1.916795,0.976109
0.18714000000000003,0.828885,0.60595,177.05,1.318565,0.4748300000000001,1.256395,0.213375,1.3551950000000001,0.2602975,0.1849575,0.02446345,2.495285,156.73,-1.17709,0.36029999999999995,18.0348,3821.225,-1.166015,0.9641409999999999
