DRAIN,BYPAR,ALB,RSSA,ths,ksat,CINTRL,FRINTLAI,GLMAX,CVPD,R5,T1,T2,PSICR,FXYLEM,MXKPL,VXYLEM_mm,DISPERSIVITY_mm,MAXROOTDEPTH,BETAROOT
0.61725,0.67475,0.28354999999999997,487.05075,0.638375,0.01574999999999993,0.612975,0.025355000000000003,0.02581675,2.9485,309.96250000000003,11.6975,22.51625,-3.90325,0.21155000000000002,24.917749999999998,42.50575,38.34775,-3.5566250000000004,0.96505
0.18575,0.16175,0.21125,285.43525,1.201625,-0.10875000000000001,0.294475,0.19212500000000002,0.01897275,2.8495,183.61249999999998,6.7575,32.37875,-3.93925,0.6039500000000001,16.58025,92.94624999999999,44.13925,-1.752125,0.98555
0.46725,0.72025,0.20074999999999998,64.33275,1.0343749999999998,0.05725000000000002,0.30497499999999994,0.136955,0.012563749999999999,2.9364999999999997,153.33749999999998,7.4125,23.01875,-3.79075,0.33995000000000003,23.22125,53.19775,42.90174999999999,-3.561125,0.8976500000000001
0.40875,0.10675,0.19185,1077.6567499999999,0.542375,-0.13725000000000004,0.32492499999999996,0.174305,0.01739225,1.2345,200.4125,12.9825,23.03375,-3.37675,0.31895000000000007,12.085249999999998,55.17775,10.875250000000001,-3.783875,0.80915
0.12775,0.24125,0.20024999999999998,645.94475,1.814375,-0.42675,0.127525,0.17169500000000001,0.01946575,1.6535,304.0125,14.8925,26.06375,-3.32425,0.6978500000000001,17.696749999999998,16.221249999999998,49.881249999999994,-4.2361249999999995,0.84285
0.51075,0.85575,0.29245,1013.9492499999999,0.611375,0.30874999999999997,0.085875,0.10581500000000002,0.014651749999999998,1.6244999999999998,391.8625,7.7675,27.21875,-3.71875,0.46805,2.93575,23.69575,99.43075,-1.603625,0.97645
0.24425,0.31725,0.15105,1498.12625,0.657875,0.07824999999999993,0.671775,0.05118500000000001,0.01774025,1.7555,254.3125,10.2625,30.06125,-3.38725,0.33965,6.18375,86.65975,50.277249999999995,-2.913125,0.92615
0.00875,0.89825,0.23354999999999998,353.63975000000005,0.565625,-0.27125,0.39702499999999996,0.093035,0.02103175,1.4465,384.33750000000003,5.4175,20.28875,-2.26075,0.39605,12.81025,93.73825,23.25025,-2.7826250000000003,0.8217500000000001
0.17225000000000001,0.08075,0.11365,1307.0037499999999,1.667375,0.16925,0.5030749999999999,0.08826500000000001,0.009489749999999998,1.1844999999999999,204.2625,5.4325,31.23875,-3.52225,0.30215000000000003,6.8652500000000005,2.11375,64.68175,-3.968375,0.93515
0.37825,0.74125,0.22115,455.57174999999995,0.632375,-0.42575,0.497125,0.021755,0.02175675,2.7904999999999998,288.4375,6.5375,31.86125,-2.47825,0.26165000000000005,2.28325,5.331250000000001,56.118249999999996,-1.203125,0.80755
0.31925,0.43424999999999997,0.23074999999999998,803.33975,1.184375,-0.26925,0.18877500000000003,0.19329500000000002,0.00489325,1.4685000000000001,393.0875,12.0175,21.51125,-3.72625,0.28235000000000005,12.72325,94.33225,34.98175,-2.883875,0.8179500000000001
0.37525,0.10625,0.18624999999999997,805.5882499999999,0.555875,0.46675,0.482425,0.140105,0.01891475,1.2835,78.4375,5.9025,21.64625,-1.9997500000000001,0.29105000000000003,24.22175,58.69225,14.24125,-3.995375,0.84485
0.91475,0.46925,0.26635,462.31724999999994,0.794375,-0.15975,0.651475,0.09312500000000001,0.02601975,2.5145,384.6875,11.8275,24.56375,-2.48125,0.51575,3.50125,75.17575,34.83325,-1.099625,0.87185
0.035750000000000004,0.48124999999999996,0.14935,1396.9437500000001,1.811375,0.25025,0.29412499999999997,0.079625,0.02646925,1.1275,256.0625,11.3925,29.05625,-2.68075,0.7032500000000002,23.14875,58.59325,38.99125,-1.988375,0.98075
0.06125,0.87925,0.14625,1381.20425,1.2458749999999998,-0.31275,0.726025,0.169445,0.02091575,1.7475,51.8375,6.737500000000001,25.216250000000002,-3.04075,0.49955000000000005,1.47125,59.38525,84.48174999999999,-2.0671250000000003,0.94535
0.7152499999999999,0.22925,0.16805,411.35125,1.722125,0.21775,0.288875,0.16953500000000002,0.0035737499999999997,1.7515,85.7875,7.3775,27.84125,-3.97825,0.21455000000000002,2.35575,95.07475000000001,19.43875,-3.030125,0.97345
0.86125,0.19375,0.23715,350.64175,1.4048749999999999,-0.31425000000000003,0.620325,0.056315000000000004,0.020770749999999998,2.3135,285.63750000000005,9.7125,28.19375,-1.45825,0.39305,25.97625,95.02525,62.70175,-4.483625,0.86455
0.16325,0.57525,0.27805,1123.37625,0.973625,0.21224999999999994,0.32387499999999997,0.16926500000000003,0.00466125,1.0245,167.33749999999998,7.887499999999999,30.45125,-1.9202499999999998,0.52535,1.09425,49.23775,29.33875,-2.519375,0.96375
0.77825,0.26075,0.17375,90.56525,1.449875,0.21275,0.730925,0.08700500000000001,0.01569575,2.2595,187.6375,9.1175,22.19375,-3.69775,0.47225000000000006,27.09275,18.844749999999998,52.80175,-1.4956250000000004,0.80345
0.47025,0.46575,0.27025,523.77625,0.6248750000000001,-0.48675,0.42432499999999995,0.024185,0.02478725,1.0945,291.5875,5.3625,31.05125,-1.49125,0.67445,15.91325,42.25825,60.87025,-1.014125,0.8885500000000001
0.11775000000000001,0.72775,0.15715,1306.25425,1.450625,0.30925,0.675625,0.074585,0.02800625,1.2145,127.6125,14.7075,32.13125,-3.94525,0.50735,17.52275,65.52324999999999,97.69825,-1.554125,0.8573500000000001
0.059250000000000004,0.12975,0.25795,751.6242500000001,1.570625,0.32825000000000004,0.109325,0.077285,0.00542975,1.2595,207.0625,8.567499999999999,30.12125,-1.70425,0.7941500000000001,9.85225,43.09974999999999,59.08825,-4.013375,0.83225
0.53775,0.86025,0.17725,637.70025,1.991375,0.060250000000000026,0.681925,0.068105,0.00511075,1.6324999999999998,221.58749999999998,7.6225,22.71875,-2.0507500000000003,0.33845000000000003,22.16275,67.60225,27.655749999999998,-4.598375,0.81335
0.11975000000000001,0.97325,0.22175,621.2112500000001,1.004375,0.49424999999999997,0.33157499999999995,0.12345500000000001,0.020944749999999998,2.5645,248.88750000000002,13.2375,27.30125,-1.07275,0.24695,17.68225,33.94225,51.465250000000005,-0.5371249999999996,0.85165
0.28375,0.74375,0.25275000000000003,1437.41675,1.824125,0.18325000000000002,0.701175,0.114995,0.011244249999999997,2.5404999999999998,52.8875,5.2025,26.596249999999998,-3.25525,0.60665,28.02075,42.802749999999996,50.12875,-3.2956250000000002,0.81755
0.07125000000000001,0.5147499999999999,0.27244999999999997,1295.76125,0.953375,0.25725,0.6178750000000001,0.149105,0.029731749999999998,2.3955,215.2875,10.3875,21.54875,-2.09725,0.45995,10.41775,90.02575,94.23325,-0.5573750000000004,0.93705
0.92975,0.18375,0.21145,1232.80325,0.693875,-0.49725,0.40227499999999994,0.053345000000000004,0.010794749999999999,2.7935,397.28749999999997,10.8675,29.43875,-2.84575,0.6894500000000001,6.22725,40.37725,7.11325,-3.612875,0.82625
0.24675,0.84525,0.28264999999999996,962.9832499999999,1.202375,-0.05525000000000002,0.18282500000000002,0.186995,0.008344249999999998,2.9415,101.01249999999999,11.9775,22.17125,-2.40475,0.58565,7.024750000000001,83.93725,65.52324999999999,-2.2178750000000003,0.90795
0.036250000000000004,0.50775,0.20065,1110.63475,1.137125,0.16774999999999995,0.24127499999999996,0.176465,0.00635775,1.0265,324.3125,7.9975,28.34375,-2.58025,0.27185000000000004,11.20075,79.28425,57.999249999999996,-2.024375,0.95125
0.40175,0.36024999999999996,0.26475,876.7907499999999,1.543625,0.40974999999999995,0.48837499999999995,0.05064500000000001,0.019175750000000002,1.5695000000000001,86.48750000000001,11.2725,31.70375,-3.8657500000000002,0.30785,25.49775,13.15225,54.33624999999999,-4.656875,0.97045
0.73425,0.39125,0.24334999999999998,1441.91375,1.4573749999999999,-0.45925,0.19227500000000003,0.082415,0.00773525,1.7654999999999998,181.5125,12.927499999999998,20.29625,-1.02475,0.7884500000000001,26.860750000000003,21.56725,24.042250000000003,-4.175375,0.84275
0.85975,0.38825,0.14915,510.28525,1.010375,-0.035250000000000004,0.35467499999999996,0.196625,0.00316775,1.6875,243.63750000000002,10.5125,30.916249999999998,-1.8782500000000004,0.39575000000000005,2.25425,95.76775,75.96775,-2.969375,0.8058500000000001
0.29524999999999996,0.17875,0.22585,424.84225,1.0816249999999998,-0.24675000000000002,0.287475,0.141185,0.00289225,1.6625,315.21250000000003,10.2725,28.20125,-1.92625,0.47195000000000004,18.21875,83.78875,27.80425,-3.070625,0.8341500000000001
0.70325,0.95175,0.23685,1167.59675,1.794875,-0.21125000000000005,0.616125,0.032735,0.027643749999999998,2.5635,290.1875,8.5575,30.41375,-1.8722500000000002,0.5286500000000001,6.15475,51.415749999999996,41.07025,-3.284375,0.99015
0.12475,0.00575,0.19585,541.76425,1.252625,-0.43074999999999997,0.320725,0.187445,0.013056749999999999,1.5675,168.3875,11.0975,23.333750000000002,-1.53625,0.72035,9.30125,87.94675,23.05225,-3.925625,0.97675
0.45125,0.34625,0.27905,1436.66725,1.423625,0.23324999999999996,0.38197499999999995,0.165305,0.025425249999999996,2.9764999999999997,161.5625,14.8025,30.48125,-3.35425,0.5547500000000001,23.163249999999998,84.28375,46.366749999999996,-2.7803750000000003,0.8934500000000001
0.55125,0.74225,0.11665,894.02925,1.425125,0.41074999999999995,0.163925,0.194555,0.028992249999999997,2.9234999999999998,267.0875,14.4025,23.36375,-3.07525,0.47405,10.92525,22.65625,28.84375,-2.478875,0.85235
0.61975,0.17575000000000002,0.24415,702.15725,1.761125,0.24675000000000002,0.557675,0.18951500000000002,0.01186775,2.6265,148.9625,5.3275,32.78375,-1.6187500000000004,0.22985000000000003,13.288749999999999,13.10275,16.61725,-2.3978750000000004,0.9006500000000001
0.36424999999999996,0.68825,0.10325000000000001,580.73825,0.8063750000000001,0.09175,0.529675,0.05100500000000001,0.02906475,2.8285,190.6125,5.1875,23.45375,-3.70225,0.71885,6.89425,51.51475,63.88975,-1.9838749999999998,0.88025
0.45575,0.06275,0.25685,229.97225,1.944875,-0.36224999999999996,0.4145249999999999,0.04560500000000001,0.02410575,2.5825,342.5125,6.5225,32.83625,-1.96225,0.67025,15.72475,48.594249999999995,64.33525,-3.981875,0.8025500000000001
0.32075,0.27625,0.21234999999999998,757.62025,1.8676249999999999,0.15874999999999995,0.673525,0.022205000000000003,0.02749875,1.3085,117.28750000000001,9.432500000000001,24.63875,-1.92325,0.20195000000000002,25.541249999999998,99.52974999999999,63.988749999999996,-4.803125,0.83735
0.7737499999999999,0.9602499999999999,0.14975,1217.06375,0.699875,-0.11625000000000002,0.108975,0.126335,0.02849925,1.9935,354.0625,7.797499999999999,26.20625,-1.3712499999999999,0.7257500000000001,9.22875,71.95825,85.52125,-2.910875,0.84165
0.6457499999999999,0.79475,0.22285,949.49225,1.865375,-0.35525,0.24722499999999997,0.15090499999999998,0.014231249999999997,2.3585000000000003,298.0625,12.8325,24.69875,-3.86275,0.66215,13.50625,19.78525,28.29925,-1.365125,0.9894499999999999
0.53225,0.43024999999999997,0.28425,1229.05575,1.237625,0.11524999999999996,0.339275,0.09942500000000001,0.029253249999999998,1.8855,99.2625,10.5375,25.08875,-2.03275,0.68645,7.86575,50.079249999999995,62.00875,-3.943625,0.88215
0.01625,0.5167499999999999,0.19165,496.04474999999996,1.913375,-0.42125,0.272775,0.032555,0.024482749999999998,2.0825,248.7125,6.2275,34.613749999999996,-2.71225,0.33215000000000006,25.55575,59.33575,52.40575,-4.069625,0.91205
0.55575,0.51075,0.13245,444.32924999999994,0.561125,-0.29925,0.644475,0.147935,0.009562249999999998,1.2545,158.0625,9.4775,26.42375,-2.92675,0.28205,7.11175,88.44175,54.48475,-1.709375,0.82415
0.75275,0.54775,0.19535,39.599250000000005,1.1648749999999999,-0.20675000000000004,0.341375,0.114815,0.0028487499999999997,1.9794999999999998,171.1875,6.6675,29.85875,-2.45125,0.6342500000000001,24.81625,65.62225,60.028749999999995,-1.0546249999999997,0.97885
0.25375,0.11125,0.28745,921.01125,1.166375,0.28674999999999995,0.337875,0.10293500000000001,0.021539249999999996,2.4725,267.6125,5.6225000000000005,20.49125,-2.75275,0.5838500000000001,3.21125,91.01575,98.44075,-4.1686250000000005,0.9984500000000001
0.29374999999999996,0.85725,0.18964999999999999,1275.5247499999998,1.925375,0.26375000000000004,0.18562499999999998,0.096455,0.007314749999999999,2.4735,331.4875,12.557500000000001,26.08625,-3.58975,0.7659500000000001,3.10975,37.06075,47.35675,-4.071875,0.84075
0.45375,0.15875,0.16244999999999998,656.4377499999999,0.842375,0.02474999999999994,0.637825,0.153875,0.00863425,2.6315,329.3875,8.032499999999999,21.31625,-3.05125,0.5682500000000001,4.77725,62.50375,17.06275,-4.0741249999999996,0.9863500000000001
0.8422499999999999,0.78775,0.11695,454.0727499999999,1.986125,-0.26475,0.10022500000000001,0.035255,0.008851749999999999,2.9265,188.1625,9.5625,24.01625,-3.87475,0.32315000000000005,8.155750000000001,48.792249999999996,4.78675,-0.9263750000000002,0.81235
0.12975,0.92775,0.29315,96.56125,0.764375,-0.024249999999999994,0.404725,0.131555,0.02259775,1.9104999999999999,87.7125,10.6475,21.36125,-3.45775,0.5949500000000001,12.14325,88.24374999999999,40.27825,-2.823125,0.96465
0.29824999999999996,0.40475,0.20354999999999998,505.03875,1.769375,-0.24625000000000002,0.596175,0.081695,0.0036027499999999996,2.0555,230.16249999999997,12.317499999999999,32.24375,-1.4492500000000001,0.51185,24.076749999999997,11.76625,78.24475,-4.533125,0.93855
0.05825,0.73375,0.12745,209.73575000000002,1.549625,-0.24925000000000003,0.660575,0.075125,0.01771125,1.4725000000000001,347.0625,5.3375,25.14125,-1.41175,0.62585,20.71275,50.277249999999995,91.26325,-2.5328749999999998,0.90855
0.85425,0.33675,0.19274999999999998,165.51525,0.598625,0.28374999999999995,0.23007499999999997,0.028145000000000003,0.01990075,2.2325,192.5375,5.9525,29.10125,-3.61525,0.7644500000000001,4.25525,72.84925,23.29975,-4.641125,0.95575
0.56475,0.93275,0.13855,828.0732499999999,1.6328749999999999,-0.09225,0.5874250000000001,0.154145,0.00345775,2.6094999999999997,370.5125,7.0475,20.92625,-3.47275,0.22025,13.042250000000001,75.57175,43.59475,-2.235875,0.8391500000000001
0.07425,0.86925,0.17385,887.2837499999999,1.068125,0.25075000000000003,0.692775,0.167465,0.01586975,2.4515000000000002,65.3125,7.3825,21.93125,-1.3472499999999998,0.68705,24.59875,45.030249999999995,65.07775,-2.3393750000000004,0.94815
0.54275,0.92375,0.20135,927.00725,1.584125,-0.09775,0.48697499999999994,0.069455,0.01747925,1.5585,144.9375,11.3325,23.89625,-2.57875,0.55235,3.83475,64.83024999999999,43.693749999999994,-0.9128749999999997,0.88695
0.54525,0.15675,0.28095,28.356750000000005,1.156625,0.08024999999999993,0.419075,0.09105500000000001,0.01170825,1.4085,58.4875,5.5725,25.77875,-2.47075,0.6105500000000001,3.13875,70.96825,32.16025,-0.5776250000000003,0.90715
0.13775,0.75725,0.10005,188.74975,0.756125,0.42325,0.29797499999999993,0.129395,0.008938749999999999,1.1105,301.5625,7.3525,32.776250000000005,-2.82475,0.7599500000000001,25.961750000000002,64.63225,99.48025,-0.8791250000000002,0.91495
0.70675,0.55375,0.22215000000000001,798.84275,0.660875,-0.48725,0.198575,0.169805,0.02675925,1.8325,243.9875,9.8775,23.37875,-3.73075,0.79535,26.00525,26.36875,11.22175,-1.7498750000000003,0.92205
0.8392499999999999,0.92125,0.13115,1384.20225,1.8083749999999998,0.14274999999999993,0.289925,0.14514500000000002,0.01025825,1.7985,371.5625,11.6275,28.95875,-1.0967500000000001,0.46295000000000003,1.28275,98.09425,64.83024999999999,-1.8038750000000001,0.96035
0.55625,0.64525,0.27185,922.51025,1.031375,0.25325,0.3938749999999999,0.128315,0.00424075,1.9264999999999999,102.76249999999999,11.9925,23.69375,-3.25825,0.5457500000000001,28.15125,58.09825,49.58425,-3.207875,0.80525
0.06325,0.8432499999999999,0.29915,484.05274999999995,1.408625,-0.46925,0.533175,0.022655,0.01813175,2.9885,274.61249999999995,5.7575,25.478749999999998,-3.72325,0.28505,25.87475,72.94825,97.89625,-4.278875,0.8522500000000001
0.61175,0.06425,0.22194999999999998,1301.75725,1.6921249999999999,-0.38325,0.5555749999999999,0.15549500000000002,0.013535249999999999,2.8645,154.5625,9.2675,23.50625,-3.43975,0.49145000000000005,5.56025,78.54175,48.14875,-1.5968750000000003,0.83965
0.34525,0.41475,0.22335,1411.18425,0.7073750000000001,-0.29674999999999996,0.730225,0.042635000000000006,0.00943175,1.4315,292.2875,5.7875,31.31375,-2.82925,0.65195,17.62425,68.19624999999999,69.92875000000001,-3.6983750000000004,0.82565
0.41824999999999996,0.06825,0.15515,587.48375,1.085375,-0.32375,0.34662499999999996,0.128225,0.00196425,1.7025000000000001,169.0875,14.6825,31.14125,-2.61475,0.74495,3.51575,37.80325,75.17575,-2.431625,0.96265
0.56575,0.7717499999999999,0.19755,866.29775,1.494875,0.19974999999999998,0.059975,0.147485,0.01885675,1.9834999999999998,103.4625,9.442499999999999,21.30875,-2.19325,0.6597500000000001,14.883750000000001,84.43225,32.259249999999994,-2.265125,0.8451500000000001
0.19875,0.72125,0.21265,313.16675000000004,1.344875,0.45625000000000004,0.44042499999999996,0.084035,0.027063749999999998,2.9355,199.8875,12.0975,21.37625,-3.93325,0.47645000000000004,21.11875,96.80725,25.57675,-4.229375,0.8177500000000001
0.06175,0.08975,0.27705,683.41975,0.882875,0.18625000000000003,0.181425,0.10572500000000001,0.02897775,2.4915000000000003,313.28749999999997,9.7025,27.17375,-1.6247500000000001,0.39905,24.236250000000002,51.613749999999996,33.15025,-3.714125,0.9026500000000001
